payment_id,order_id,payment_date,payment_amount,payment_status
PAY000524,O000560,2024-11-11,24136.9,PAID
PAY000525,O000561,2024-11-02,20236.0,PAID
PAY000526,O000562,2024-10-25,15134.49,PAID
PAY000527,O000563,2024-11-10,72668.24,PAID
PAY000528,O000564,2024-11-23,5528.45,PAID
PAY000529,O000565,2024-11-10,143137.49,PAID
PAY000530,O000566,2024-10-24,183519.2,PAID
PAY000531,O000567,2024-11-05,13959.08,PAID
PAY000532,O000568,2024-11-14,39562.18,PAID
PAY000533,O000570,2024-11-23,41658.99,PAID
PAY000534,O000571,2024-10-30,15010.02,PARTIAL
PAY000535,O000572,2024-11-02,9850.81,PARTIAL
PAY000536,O000573,2024-11-06,9617.13,PARTIAL
PAY000537,O000574,2024-11-15,9508.5,PAID
PAY000538,O000575,2024-11-07,22297.67,PAID
PAY000539,O000576,2024-11-11,947.64,PAID
PAY000540,O000577,2024-11-04,19629.3,PAID
PAY000541,O000578,2024-11-04,105891.58,PARTIAL
PAY000542,O000579,2024-10-29,73664.41,PARTIAL
PAY000543,O000580,2024-11-12,48285.04,PAID
PAY000544,O000581,2024-11-01,261197.8,PAID
PAY000545,O000582,2024-11-01,62808.51,PAID
PAY000546,O000583,2024-10-26,142539.61,PARTIAL
PAY000547,O000584,2024-11-10,18282.04,PAID
PAY000548,O000585,2024-11-11,21534.11,PAID
PAY000549,O000586,2024-11-07,7642.64,PAID
PAY000550,O000587,2024-11-07,38219.27,PAID
PAY000551,O000588,2024-10-26,24545.33,PAID
PAY000552,O000589,2024-10-30,43148.39,PAID
PAY000553,O000590,2024-11-01,50503.49,PAID
PAY000554,O000592,2024-11-01,22657.77,PAID
PAY000555,O000593,2024-11-26,25638.87,PAID
PAY000556,O000594,2024-11-01,22309.66,PAID
PAY000557,O000595,2024-11-04,26206.1,PAID
PAY000558,O000596,2024-11-23,31281.09,PAID
PAY000559,O000597,2024-11-09,26402.87,PAID
PAY000560,O000598,2024-11-29,165851.95,PAID
PAY000561,O000600,2024-11-23,134555.4,PAID
PAY000562,O000601,2024-11-13,14365.62,PAID
PAY000563,O000602,2024-10-24,18441.99,PAID
PAY000564,O000603,2024-11-22,34074.33,PAID
PAY000565,O000604,2024-11-07,5666.17,PARTIAL
PAY000566,O000605,2024-12-13,172174.96,PAID
PAY000567,O000606,2024-12-31,75427.29,PAID
PAY000568,O000607,2024-12-23,269524.73,PAID
PAY000569,O000608,2024-11-25,40142.01,PARTIAL
PAY000570,O000609,2024-12-22,92150.78,PAID
PAY000571,O000610,2024-12-09,34215.56,PARTIAL
PAY000572,O000611,2024-12-16,461103.95,PAID
PAY000573,O000612,2024-12-13,480814.14,PAID
PAY000574,O000613,2024-12-01,275432.55,PAID
PAY000575,O000615,2024-12-11,31415.06,PAID
PAY000576,O000616,2024-12-18,29394.41,PAID
PAY000577,O000617,2024-12-13,10523.93,PAID
PAY000578,O000618,2024-12-16,10322.92,PAID
PAY000579,O000619,2024-12-06,33590.47,PAID
PAY000580,O000621,2024-12-11,39524.53,PAID
PAY000581,O000622,2024-12-25,21280.12,PAID
PAY000582,O000623,2024-12-08,20659.17,PAID
PAY000583,O000624,2024-11-13,26375.29,PAID
PAY000584,O000625,2024-12-11,53782.82,PAID
PAY000585,O000626,2024-12-14,21671.12,PAID
PAY000586,O000627,2024-12-15,3787.73,PAID
PAY000587,O000630,2024-12-20,15160.24,PAID
PAY000588,O000631,2024-11-29,200767.24,PAID
PAY000589,O000632,2024-12-31,15694.43,PAID
PAY000590,O000633,2024-12-26,95633.42,PAID
PAY000591,O000634,2024-11-21,28517.49,PARTIAL
PAY000592,O000635,2024-12-21,95062.78,PARTIAL
PAY000593,O000636,2024-12-07,201588.69,PAID
PAY000594,O000637,2024-12-04,20156.86,PARTIAL
PAY000595,O000638,2024-12-14,22476.0,PAID
PAY000596,O000639,2024-12-15,17325.52,PAID
PAY000597,O000640,2024-12-03,20722.22,PAID
PAY000598,O000641,2024-12-11,16099.82,PAID
PAY000599,O000642,2024-12-08,33630.23,PAID
PAY000600,O000643,2024-12-30,44327.03,PAID
PAY000601,O000644,2024-11-21,26612.46,PAID
PAY000602,O000646,2024-12-09,37897.65,PAID
PAY000603,O000647,2024-12-03,41047.4,PAID
PAY000604,O000648,2024-12-15,25580.43,PAID
PAY000605,O000649,2024-12-09,50981.58,PAID
PAY000606,O000650,2024-12-14,335090.71,PAID
PAY000607,O000651,2025-01-02,86235.98,PARTIAL
PAY000608,O000652,2024-12-13,209015.43,PAID
PAY000609,O000653,2024-12-16,273647.49,PAID
PAY000610,O000654,2024-12-03,18291.41,PAID
PAY000611,O000655,2024-11-30,46949.29,PAID
PAY000612,O000656,2024-12-06,10983.75,PAID
PAY000613,O000657,2024-12-15,7017.34,PARTIAL
PAY000614,O000658,2024-12-07,7314.25,PAID
PAY000615,O000659,2024-12-14,39667.96,PAID
PAY000616,O000660,2024-12-19,967.06,PARTIAL
PAY000617,O000661,2024-12-06,18148.24,PAID
PAY000618,O000662,2024-11-26,23213.73,PAID
PAY000619,O000663,2024-11-27,42905.0,PAID
PAY000620,O000665,2024-12-16,15150.96,PAID
PAY000621,O000666,2024-11-27,11487.4,PARTIAL
PAY000622,O000667,2024-12-15,10136.04,PAID
PAY000623,O000668,2024-11-23,32333.82,PAID
PAY000624,O000669,2024-11-21,55377.39,PAID
PAY000625,O000670,2024-12-16,128190.27,PAID
PAY000626,O000671,2024-12-14,84554.75,PARTIAL
PAY000627,O000672,2024-12-23,27665.38,PAID
PAY000628,O000673,2024-11-19,41630.99,PAID
PAY000629,O000674,2024-11-27,34537.21,PAID
PAY000630,O000675,2024-12-24,10729.58,PAID
PAY000631,O000676,2024-12-15,9677.8,PAID
PAY000632,O000677,2025-01-02,255355.69,PAID
PAY000633,O000679,2025-01-02,117410.41,PARTIAL
PAY000634,O000681,2025-01-17,47955.84,PAID
PAY000635,O000682,2025-01-22,354759.21,PAID
PAY000636,O000683,2025-01-14,156838.25,PAID
PAY000637,O000684,2024-12-30,116598.88,PAID
PAY000638,O000685,2024-12-24,102193.02,PARTIAL
PAY000639,O000686,2025-01-13,253297.95,PAID
PAY000640,O000687,2025-01-23,42661.26,PARTIAL
PAY000641,O000688,2025-01-28,9268.6,PARTIAL
PAY000642,O000689,2024-12-29,19048.11,PAID
PAY000643,O000691,2025-01-06,3073.45,PAID
PAY000644,O000692,2025-01-09,9707.72,PAID
PAY000645,O000693,2025-01-30,43033.82,PAID
PAY000646,O000695,2024-12-23,44729.36,PAID
PAY000647,O000696,2024-12-24,5723.78,PAID
PAY000648,O000697,2025-01-10,47707.02,PAID
PAY000649,O000698,2025-01-22,12737.17,PAID
PAY000650,O000699,2024-12-22,11943.28,PARTIAL
PAY000651,O000700,2024-12-18,12975.73,PARTIAL
PAY000652,O000701,2025-01-14,882.63,PAID
PAY000653,O000702,2025-01-05,2148.91,PARTIAL
PAY000654,O000703,2025-01-18,37054.19,PAID
PAY000655,O000704,2025-01-01,28589.95,PAID
PAY000656,O000705,2024-12-26,20018.65,PAID
PAY000657,O000706,2024-12-30,19642.62,PAID
PAY000658,O000707,2024-12-27,13881.86,PAID
PAY000659,O000708,2025-01-03,16459.36,PARTIAL
PAY000660,O000709,2025-01-27,9935.31,PAID
PAY000661,O000710,2024-12-23,85484.57,PAID
PAY000662,O000711,2025-01-05,179202.28,PAID
PAY000663,O000712,2024-12-24,112228.59,PAID
PAY000664,O000713,2025-01-07,83049.68,PARTIAL
PAY000665,O000714,2025-01-01,7705.33,PAID
PAY000666,O000715,2025-02-02,145041.25,PAID
PAY000667,O000716,2025-02-05,412629.63,PAID
PAY000668,O000717,2025-01-24,36968.64,PAID
PAY000669,O000718,2025-01-17,25295.88,PAID
PAY000670,O000719,2025-01-21,5308.74,PARTIAL
PAY000671,O000720,2024-12-17,29364.12,PAID
PAY000672,O000721,2025-01-14,40367.08,PARTIAL
PAY000673,O000722,2025-02-01,974.15,PARTIAL
PAY000674,O000723,2025-01-07,10092.65,PAID
PAY000675,O000724,2025-01-01,13382.09,PARTIAL
PAY000676,O000725,2025-01-21,46457.41,PAID
PAY000677,O000726,2025-01-28,33849.96,PAID
PAY000678,O000727,2025-01-05,32870.45,PAID
PAY000679,O000728,2025-01-14,26814.15,PAID
PAY000680,O000729,2025-01-23,19278.8,PAID
PAY000681,O000730,2025-01-20,17606.25,PAID
PAY000682,O000731,2025-01-19,105580.78,PAID
PAY000683,O000732,2024-12-20,164261.39,PAID
PAY000684,O000733,2025-01-10,47046.61,PAID
PAY000685,O000734,2024-12-28,194341.74,PAID
PAY000686,O000735,2025-01-13,40166.35,PAID
PAY000687,O000736,2024-12-14,300540.2,PAID
PAY000688,O000737,2025-01-05,221185.46,PAID
PAY000689,O000738,2025-01-18,7938.19,PARTIAL
PAY000690,O000740,2024-12-26,16598.11,PAID
PAY000691,O000741,2025-01-24,7350.31,PAID
PAY000692,O000742,2024-12-23,30595.88,PAID
PAY000693,O000743,2025-01-09,39601.42,PAID
PAY000694,O000744,2025-01-30,5394.3,PARTIAL
PAY000695,O000745,2025-01-05,14843.86,PARTIAL
PAY000696,O000746,2024-12-30,21578.76,PAID
PAY000697,O000747,2025-01-27,36243.89,PAID
PAY000698,O000748,2025-01-15,5611.71,PAID
PAY000699,O000749,2025-01-17,25114.55,PAID
PAY000700,O000750,2025-01-01,25557.54,PAID
PAY000701,O000751,2025-01-18,175021.94,PAID
PAY000702,O000752,2024-12-26,62011.85,PAID
PAY000703,O000753,2025-01-23,186659.49,PAID
PAY000704,O000754,2025-01-03,3023.99,PAID
PAY000705,O000755,2024-12-26,15957.67,PARTIAL
PAY000706,O000756,2025-01-05,10054.56,PAID
PAY000707,O000757,2025-01-31,24352.31,PARTIAL
PAY000708,O000758,2024-12-26,19504.57,PAID
PAY000709,O000761,2025-02-08,140203.45,PAID
PAY000710,O000762,2025-02-06,16750.66,PARTIAL
PAY000711,O000763,2025-01-22,67916.87,PARTIAL
PAY000712,O000764,2025-02-19,286012.9,PAID
PAY000713,O000765,2025-02-03,93601.33,PARTIAL
PAY000714,O000766,2025-01-23,392101.39,PAID
PAY000715,O000767,2025-01-21,59441.22,PARTIAL
PAY000716,O000770,2025-02-17,33943.55,PAID
PAY000717,O000771,2025-03-03,44916.17,PAID
PAY000718,O000772,2025-02-05,31998.42,PAID
PAY000719,O000773,2025-02-09,31728.83,PAID
PAY000720,O000774,2025-02-20,11682.05,PARTIAL
PAY000721,O000775,2025-01-30,10017.72,PAID
PAY000722,O000776,2025-01-31,7394.73,PAID
PAY000723,O000777,2025-02-28,33851.54,PAID
PAY000724,O000779,2025-02-04,3661.66,PAID
PAY000725,O000780,2025-02-02,21892.31,PAID
PAY000726,O000781,2025-01-28,29814.25,PAID
PAY000727,O000782,2025-02-11,12422.43,PARTIAL
PAY000728,O000783,2025-02-03,9887.82,PARTIAL
PAY000729,O000786,2025-02-10,243325.25,PAID
PAY000730,O000788,2025-02-23,92988.59,PAID
PAY000731,O000789,2025-02-15,126696.73,PAID
PAY000732,O000790,2025-01-19,313136.03,PAID
PAY000733,O000791,2025-02-06,98540.79,PARTIAL
PAY000734,O000792,2025-02-14,370321.91,PAID
PAY000735,O000793,2025-02-09,306208.82,PAID
PAY000736,O000794,2025-02-25,48023.1,PAID
PAY000737,O000795,2025-02-10,4745.79,PARTIAL
PAY000738,O000796,2025-03-04,28968.45,PAID
PAY000739,O000797,2025-01-29,46683.06,PAID
PAY000740,O000798,2025-02-03,19464.54,PAID
PAY000741,O000799,2025-02-20,3361.77,PAID
PAY000742,O000801,2025-03-09,10050.68,PARTIAL
PAY000743,O000802,2025-02-25,48292.39,PAID
PAY000744,O000803,2025-03-04,32438.87,PAID
PAY000745,O000804,2025-02-08,21744.93,PAID
PAY000746,O000805,2025-01-25,19918.26,PARTIAL
PAY000747,O000806,2025-01-27,12717.96,PAID
PAY000748,O000807,2025-02-22,8154.41,PAID
PAY000749,O000808,2025-02-12,144485.4,PAID
PAY000750,O000809,2025-02-05,62451.86,PAID
PAY000751,O000810,2025-02-27,49926.02,PAID
PAY000752,O000811,2025-02-02,113463.83,PAID
PAY000753,O000812,2025-02-22,231129.94,PAID
PAY000754,O000813,2025-02-17,68204.95,PAID
PAY000755,O000815,2025-02-05,210501.62,PAID
PAY000756,O000816,2025-02-14,27335.06,PAID
PAY000757,O000817,2025-02-16,10516.69,PAID
PAY000758,O000818,2025-02-12,5215.37,PAID
PAY000759,O000819,2025-02-01,21600.19,PAID
PAY000760,O000820,2025-02-02,42150.57,PAID
PAY000761,O000821,2025-03-02,34122.62,PAID
PAY000762,O000822,2025-02-16,23990.18,PAID
PAY000763,O000823,2025-02-19,8216.66,PARTIAL
PAY000764,O000824,2025-02-21,24472.01,PAID
PAY000765,O000825,2025-02-20,65395.24,PAID
PAY000766,O000826,2025-02-14,167823.0,PAID
PAY000767,O000827,2025-02-03,312901.32,PAID
PAY000768,O000828,2025-02-05,177255.71,PAID
PAY000769,O000829,2025-02-07,187365.81,PAID
PAY000770,O000830,2025-02-27,25871.52,PAID
PAY000771,O000831,2025-02-27,20261.58,PAID
PAY000772,O000832,2025-02-09,694.65,PARTIAL
PAY000773,O000833,2025-02-13,11803.06,PARTIAL
PAY000774,O000834,2025-02-08,42866.55,PAID
PAY000775,O000836,2025-03-04,347923.67,PAID
PAY000776,O000837,2025-03-22,21780.28,PAID
PAY000777,O000839,2025-03-16,100176.42,PAID
PAY000778,O000840,2025-03-20,182157.79,PAID
PAY000779,O000841,2025-03-12,302705.99,PAID
PAY000780,O000842,2025-03-27,67189.34,PARTIAL
PAY000781,O000843,2025-03-09,327050.65,PAID
PAY000782,O000844,2025-04-01,76566.62,PARTIAL
PAY000783,O000845,2025-03-22,341200.81,PAID
PAY000784,O000846,2025-04-08,12581.72,PAID
PAY000785,O000848,2025-03-28,45263.81,PAID
PAY000786,O000849,2025-04-05,15132.0,PAID
PAY000787,O000850,2025-02-13,4599.14,PARTIAL
PAY000788,O000851,2025-03-04,40190.52,PAID
PAY000789,O000852,2025-04-09,16280.42,PAID
PAY000790,O000853,2025-03-15,63163.99,PAID
PAY000791,O000854,2025-03-11,15947.62,PAID
PAY000792,O000855,2025-03-13,22307.22,PAID
PAY000793,O000856,2025-02-26,31247.35,PAID
PAY000794,O000857,2025-03-21,34391.32,PAID
PAY000795,O000858,2025-03-06,17316.34,PAID
PAY000796,O000859,2025-03-11,15527.28,PAID
PAY000797,O000860,2025-03-02,8998.88,PAID
PAY000798,O000861,2025-02-12,149063.19,PAID
PAY000799,O000862,2025-03-16,154271.18,PAID
PAY000800,O000863,2025-02-27,1633.67,PARTIAL
PAY000801,O000864,2025-03-03,299264.75,PAID
PAY000802,O000865,2025-03-09,151940.47,PAID
PAY000803,O000866,2025-02-22,240501.8,PAID
PAY000804,O000867,2025-03-13,299913.87,PAID
PAY000805,O000868,2025-03-21,821.92,PAID
PAY000806,O000869,2025-02-24,13622.51,PAID
PAY000807,O000870,2025-03-28,14448.01,PAID
PAY000808,O000871,2025-03-30,37038.27,PAID
PAY000809,O000872,2025-03-08,28992.7,PAID
PAY000810,O000873,2025-03-19,1569.29,PAID
PAY000811,O000874,2025-02-23,24175.84,PAID
PAY000812,O000875,2025-03-19,33807.23,PAID
PAY000813,O000876,2025-03-18,22527.73,PAID
PAY000814,O000877,2025-03-27,27736.63,PAID
PAY000815,O000878,2025-04-02,121599.07,PAID
PAY000816,O000879,2025-03-12,211273.92,PAID
PAY000817,O000880,2025-03-05,147491.67,PARTIAL
PAY000818,O000881,2025-03-20,367841.09,PAID
PAY000819,O000882,2025-03-02,397296.62,PAID
PAY000820,O000883,2025-03-02,19739.79,PAID
PAY000821,O000884,2025-03-22,26882.08,PAID
PAY000822,O000886,2025-03-23,19373.66,PAID
PAY000823,O000887,2025-02-14,17316.78,PAID
PAY000824,O000888,2025-03-24,13739.56,PAID
PAY000825,O000890,2025-03-10,18397.29,PARTIAL
PAY000826,O000891,2025-03-31,41086.8,PARTIAL
PAY000827,O000892,2025-03-06,2816.93,PAID
PAY000828,O000893,2025-02-27,6673.83,PAID
PAY000829,O000894,2025-03-07,23132.57,PARTIAL
PAY000830,O000895,2025-03-27,21168.39,PAID
PAY000831,O000896,2025-02-21,29063.59,PAID
PAY000832,O000897,2025-02-18,522.64,PAID
PAY000833,O000898,2025-04-10,132662.22,PAID
PAY000834,O000899,2025-04-04,474403.23,PAID
PAY000835,O000900,2025-04-06,143513.76,PAID
PAY000836,O000901,2025-03-30,77392.64,PAID
PAY000837,O000902,2025-04-10,73450.68,PARTIAL
PAY000838,O000903,2025-04-26,135079.9,PAID
PAY000839,O000904,2025-03-30,277484.27,PAID
PAY000840,O000905,2025-04-25,173463.89,PAID
PAY000841,O000906,2025-03-27,140455.91,PARTIAL
PAY000842,O000907,2025-04-10,380268.38,PAID
PAY000843,O000908,2025-04-08,358348.85,PARTIAL
PAY000844,O000909,2025-04-03,402617.47,PAID
PAY000845,O000910,2025-04-04,50697.57,PAID
PAY000846,O000911,2025-04-01,22037.09,PAID
PAY000847,O000912,2025-04-22,1670.92,PARTIAL
PAY000848,O000913,2025-03-24,44487.56,PAID
PAY000849,O000914,2025-04-15,24100.4,PAID
PAY000850,O000915,2025-04-18,3587.37,PAID
PAY000851,O000916,2025-04-03,7660.42,PAID
PAY000852,O000917,2025-04-07,14387.54,PARTIAL
PAY000853,O000918,2025-04-12,12646.56,PARTIAL
PAY000854,O000919,2025-04-10,36708.07,PAID
PAY000855,O000920,2025-03-15,17009.45,PARTIAL
PAY000856,O000921,2025-03-27,36373.67,PAID
PAY000857,O000922,2025-04-20,10808.44,PARTIAL
PAY000858,O000923,2025-04-04,7204.17,PARTIAL
PAY000859,O000924,2025-04-22,11608.74,PAID
PAY000860,O000925,2025-04-17,15107.56,PAID
PAY000861,O000926,2025-04-20,186581.12,PAID
PAY000862,O000927,2025-04-21,24602.23,PARTIAL
PAY000863,O000928,2025-04-20,152168.54,PAID
PAY000864,O000929,2025-03-11,125076.32,PAID
PAY000865,O000930,2025-03-29,90665.5,PARTIAL
PAY000866,O000931,2025-04-28,294396.96,PAID
PAY000867,O000932,2025-04-03,100111.01,PAID
PAY000868,O000933,2025-04-05,73647.27,PAID
PAY000869,O000934,2025-04-22,23753.9,PAID
PAY000870,O000935,2025-03-18,189757.11,PAID
PAY000871,O000936,2025-03-31,224646.78,PAID
PAY000872,O000937,2025-04-10,88942.3,PAID
PAY000873,O000938,2025-04-02,31146.91,PAID
PAY000874,O000939,2025-03-26,18413.24,PARTIAL
PAY000875,O000940,2025-04-29,16754.17,PAID
PAY000876,O000941,2025-04-22,21730.92,PAID
PAY000877,O000942,2025-04-22,15954.54,PARTIAL
PAY000878,O000943,2025-04-01,11283.46,PAID
PAY000879,O000944,2025-04-05,11380.02,PAID
PAY000880,O000945,2025-04-20,27310.31,PARTIAL
PAY000881,O000946,2025-03-31,16493.6,PAID
PAY000882,O000947,2025-04-09,2025.96,PARTIAL
PAY000883,O000948,2025-04-19,16856.51,PAID
PAY000884,O000950,2025-04-05,19465.42,PAID
PAY000885,O000951,2025-04-11,5343.7,PARTIAL
PAY000886,O000952,2025-04-08,176978.84,PAID
PAY000887,O000953,2025-03-18,250047.41,PAID
PAY000888,O000954,2025-04-14,31681.43,PAID
PAY000889,O000955,2025-04-03,306776.84,PAID
PAY000890,O000956,2025-04-18,19075.53,PAID
PAY000891,O000957,2025-03-26,176383.01,PAID
PAY000892,O000958,2025-04-22,6389.94,PARTIAL
PAY000893,O000959,2025-04-28,12710.87,PAID
PAY000894,O000960,2025-03-27,47926.66,PAID
PAY000895,O000961,2025-03-24,9678.43,PAID
PAY000896,O000962,2025-04-11,10406.64,PARTIAL
PAY000897,O000963,2025-04-23,21121.82,PAID
PAY000898,O000964,2025-04-17,37922.57,PAID
PAY000899,O000965,2025-04-29,28438.66,PAID
PAY000900,O000966,2025-05-04,7905.66,PARTIAL
PAY000901,O000967,2025-03-24,12938.22,PARTIAL
PAY000902,O000968,2025-04-09,88672.25,PAID
PAY000903,O000969,2025-04-17,119783.91,PAID
PAY000904,O000970,2025-04-21,147381.86,PAID
PAY000905,O000972,2025-04-01,44613.51,PAID
PAY000906,O000973,2025-03-25,22523.68,PAID
PAY000907,O000974,2025-04-14,8779.46,PAID
PAY000908,O000975,2025-03-26,4608.29,PAID
PAY000909,O000976,2025-04-10,17833.95,PAID
PAY000910,O000977,2025-04-03,15928.73,PAID
PAY000911,O000978,2025-04-05,2095.2,PARTIAL
PAY000912,O000980,2025-04-30,210912.52,PAID
PAY000913,O000981,2025-06-02,70798.8,PAID
PAY000914,O000982,2025-06-01,163081.19,PAID
PAY000915,O000983,2025-05-02,88943.64,PAID
PAY000916,O000984,2025-04-18,27620.09,PAID
PAY000917,O000985,2025-05-28,202375.73,PAID
PAY000918,O000987,2025-05-02,220551.01,PAID
PAY000919,O000988,2025-04-20,315301.73,PAID
PAY000920,O000991,2025-05-02,162040.64,PAID
PAY000921,O000992,2025-05-08,172554.2,PARTIAL
PAY000922,O000993,2025-05-11,117190.61,PARTIAL
PAY000923,O000994,2025-05-16,5802.5,PAID
PAY000924,O000995,2025-04-25,13337.58,PAID
PAY000925,O000996,2025-06-01,18192.27,PARTIAL
PAY000926,O000998,2025-05-15,48999.01,PAID
PAY000927,O000999,2025-04-23,8224.75,PAID
PAY000928,O001000,2025-05-02,21242.07,PAID
PAY000929,O001001,2025-04-29,47218.61,PAID
PAY000930,O001002,2025-06-03,4333.87,PARTIAL
PAY000931,O001003,2025-05-13,12403.78,PAID
PAY000932,O001004,2025-05-15,26963.97,PAID
PAY000933,O001005,2025-05-16,18593.18,PAID
PAY000934,O001006,2025-05-27,41570.05,PAID
PAY000935,O001007,2025-05-30,66051.38,PAID
PAY000936,O001008,2025-04-12,17082.92,PAID
PAY000937,O001009,2025-05-22,14576.92,PAID
PAY000938,O001011,2025-05-21,26629.06,PAID
PAY000939,O001012,2025-05-16,480092.37,PAID
PAY000940,O001013,2025-05-18,110802.72,PAID
PAY000941,O001014,2025-05-28,99195.75,PAID
PAY000942,O001015,2025-05-20,132341.06,PAID
PAY000943,O001016,2025-04-19,163874.35,PAID
PAY000944,O001017,2025-05-06,13603.31,PAID
PAY000945,O001018,2025-05-17,89389.31,PAID
PAY000946,O001019,2025-05-08,45703.52,PAID
PAY000947,O001020,2025-05-18,181778.78,PAID
PAY000948,O001021,2025-04-23,175596.31,PAID
PAY000949,O001023,2025-05-29,135166.38,PAID
PAY000950,O001024,2025-04-12,17820.88,PAID
PAY000951,O001025,2025-04-26,81912.59,PAID
PAY000952,O001026,2025-05-11,3638.28,PARTIAL
PAY000953,O001027,2025-05-27,1354.76,PAID
PAY000954,O001028,2025-04-27,1186.5,PARTIAL
PAY000955,O001029,2025-05-15,26496.52,PARTIAL
PAY000956,O001030,2025-05-22,3134.07,PAID
PAY000957,O001031,2025-05-24,7968.7,PAID
PAY000958,O001032,2025-05-23,43286.84,PAID
PAY000959,O001033,2025-05-18,18027.13,PAID
PAY000960,O001034,2025-05-30,13567.46,PARTIAL
PAY000961,O001035,2025-05-16,30510.28,PAID
PAY000962,O001036,2025-05-11,13831.85,PAID
PAY000963,O001037,2025-04-22,9056.21,PARTIAL
PAY000964,O001038,2025-05-27,3358.07,PAID
PAY000965,O001039,2025-05-05,11061.96,PAID
PAY000966,O001040,2025-05-08,29728.21,PAID
PAY000967,O001041,2025-04-15,58832.76,PAID
PAY000968,O001042,2025-05-10,45375.45,PARTIAL
PAY000969,O001043,2025-05-25,182068.42,PAID
PAY000970,O001044,2025-05-29,225479.89,PAID
PAY000971,O001045,2025-04-30,22324.83,PAID
PAY000972,O001046,2025-05-14,15624.23,PAID
PAY000973,O001047,2025-04-28,10301.55,PAID
PAY000974,O001048,2025-05-24,39465.42,PAID
PAY000975,O001049,2025-05-14,3802.59,PAID
PAY000976,O001050,2025-04-26,31350.88,PAID
PAY000977,O001051,2025-05-01,35806.48,PAID
PAY000978,O001052,2025-04-16,6108.79,PAID
PAY000979,O001053,2025-05-12,23558.41,PAID
PAY000980,O001054,2025-04-22,98451.13,PARTIAL
PAY000981,O001055,2025-05-05,98565.4,PAID
PAY000982,O001056,2025-04-15,50649.98,PARTIAL
PAY000983,O001057,2025-04-28,72148.02,PAID
PAY000984,O001058,2025-04-28,179483.62,PAID
PAY000985,O001059,2025-04-28,16320.82,PAID
PAY000986,O001060,2025-05-11,6697.86,PAID
PAY000987,O001061,2025-05-09,37456.65,PAID
PAY000988,O001062,2025-06-03,16780.45,PAID
PAY000989,O001063,2025-05-13,11916.1,PAID
PAY000990,O001065,2025-05-06,24189.6,PAID
PAY000991,O001066,2025-05-16,6588.94,PARTIAL
PAY000992,O001067,2025-05-22,274185.74,PAID
PAY000993,O001068,2025-06-28,112140.4,PARTIAL
PAY000994,O001069,2025-06-12,77164.29,PAID
PAY000995,O001070,2025-06-22,220511.62,PAID
PAY000996,O001071,2025-06-07,16634.82,PAID
PAY000997,O001072,2025-05-26,434931.73,PAID
PAY000998,O001074,2025-06-11,222134.59,PAID
PAY000999,O001075,2025-06-02,99582.2,PARTIAL
PAY001000,O001076,2025-06-18,8816.02,PAID
PAY001001,O001077,2025-06-13,37326.53,PAID
PAY001002,O001078,2025-06-08,10885.7,PARTIAL
PAY001003,O001079,2025-06-15,18915.98,PAID
PAY001004,O001080,2025-06-06,46501.8,PAID
PAY001005,O001081,2025-06-23,14145.62,PAID
PAY001006,O001082,2025-06-21,18006.13,PAID
PAY001007,O001083,2025-05-26,16194.07,PAID
PAY001008,O001084,2025-06-23,26798.61,PAID
PAY001009,O001086,2025-06-04,4946.36,PARTIAL
PAY001010,O001087,2025-05-12,18512.06,PAID
PAY001011,O001088,2025-06-05,10529.94,PAID
PAY001012,O001089,2025-06-24,33194.11,PAID
PAY001013,O001090,2025-06-26,6747.43,PAID
PAY001014,O001091,2025-06-01,24005.81,PAID
PAY001015,O001092,2025-05-31,16216.43,PARTIAL
PAY001016,O001093,2025-06-15,12419.12,PAID
PAY001017,O001094,2025-06-04,6399.05,PARTIAL
PAY001018,O001095,2025-06-07,24809.92,PAID
PAY001019,O001096,2025-06-02,15440.83,PAID
PAY001020,O001097,2025-06-14,65277.06,PAID
PAY001021,O001098,2025-06-18,143572.36,PAID
PAY001022,O001099,2025-05-23,87785.28,PAID
PAY001023,O001100,2025-06-23,94268.44,PAID
PAY001024,O001101,2025-06-13,33258.55,PARTIAL
PAY001025,O001102,2025-05-22,264587.74,PAID
PAY001026,O001103,2025-06-03,344830.94,PAID
PAY001027,O001104,2025-05-26,51209.41,PAID
PAY001028,O001105,2025-06-01,42841.07,PARTIAL
PAY001029,O001106,2025-06-08,6158.58,PARTIAL
PAY001030,O001107,2025-06-10,26289.63,PAID
PAY001031,O001108,2025-07-02,17903.67,PARTIAL
PAY001032,O001109,2025-06-17,17610.24,PAID
PAY001033,O001110,2025-06-15,38641.73,PAID
PAY001034,O001111,2025-06-01,41519.13,PAID
PAY001035,O001113,2025-05-28,29187.51,PAID
PAY001036,O001114,2025-06-21,19229.1,PAID
PAY001037,O001116,2025-06-08,18293.25,PAID
PAY001038,O001117,2025-05-31,37076.81,PAID
PAY001039,O001118,2025-07-01,33796.19,PAID
PAY001040,O001119,2025-06-16,94735.13,PAID
PAY001041,O001120,2025-05-13,252190.56,PAID
PAY001042,O001121,2025-05-29,16142.44,PAID
PAY001043,O001122,2025-06-03,129319.2,PAID
PAY001044,O001123,2025-05-29,172378.42,PAID
PAY001045,O001124,2025-06-02,244036.69,PARTIAL
PAY001046,O001125,2025-06-27,46677.81,PARTIAL
PAY001047,O001126,2025-06-17,58866.11,PAID
PAY001048,O001127,2025-06-19,19311.78,PAID
