order_id,customer_id,order_date,order_status,sales_rep_id,channel_id
O000423,C0010,2024-08-03,COMPLETED,SR004,CLINIC
O000424,C0028,2024-08-05,COMPLETED,SR004,HOSPITAL
O000425,C0010,2024-08-01,COMPLETED,SR006,PHARMACY
O000426,C0030,2024-08-06,COMPLETED,SR001,CLINIC
O000427,C0001,2024-08-10,COMPLETED,SR003,CLINIC
O000428,C0033,2024-08-28,COMPLETED,SR008,PHARMACY
O000429,C0057,2024-08-26,COMPLETED,SR009,HOSPITAL
O000430,C0047,2024-08-21,COMPLETED,SR007,PHARMACY
O000431,C0052,2024-08-16,COMPLETED,SR011,PHARMACY
O000432,C0041,2024-08-10,CANCELLED,SR012,CLINIC
O000433,C0049,2024-08-09,CANCELLED,SR009,PHARMACY
O000434,C0050,2024-08-19,COMPLETED,SR009,PHARMACY
O000435,C0043,2024-08-16,COMPLETED,SR008,CLINIC
O000436,C0044,2024-08-08,COMPLETED,SR011,HOSPITAL
O000437,C0031,2024-08-24,COMPLETED,SR012,CLINIC
O000438,C0041,2024-08-28,COMPLETED,SR012,CLINIC
O000439,C0042,2024-08-14,COMPLETED,SR010,PHARMACY
O000440,C0033,2024-08-05,COMPLETED,SR011,HOSPITAL
O000441,C0036,2024-08-15,COMPLETED,SR007,PHARMACY
O000442,C0031,2024-08-22,COMPLETED,SR007,PHARMACY
O000443,C0081,2024-08-12,COMPLETED,SR017,PHARMACY
O000444,C0087,2024-08-27,COMPLETED,SR016,CLINIC
O000445,C0074,2024-08-27,COMPLETED,SR016,CLINIC
O000446,C0089,2024-08-16,COMPLETED,SR013,PHARMACY
O000447,C0075,2024-08-16,COMPLETED,SR016,CLINIC
O000448,C0085,2024-08-09,COMPLETED,SR014,HOSPITAL
O000449,C0078,2024-08-27,COMPLETED,SR017,HOSPITAL
O000450,C0067,2024-08-01,COMPLETED,SR016,PHARMACY
O000451,C0075,2024-08-24,COMPLETED,SR015,CLINIC
O000452,C0066,2024-08-25,COMPLETED,SR016,PHARMACY
O000453,C0088,2024-08-27,COMPLETED,SR015,CLINIC
O000454,C0074,2024-08-12,COMPLETED,SR014,PHARMACY
O000455,C0062,2024-08-20,COMPLETED,SR018,HOSPITAL
O000456,C0067,2024-08-21,COMPLETED,SR015,PHARMACY
O000457,C0100,2024-08-08,COMPLETED,SR021,HOSPITAL
O000458,C0095,2024-08-19,COMPLETED,SR022,PHARMACY
O000459,C0115,2024-08-14,COMPLETED,SR024,HOSPITAL
O000460,C0091,2024-08-02,COMPLETED,SR022,CLINIC
O000461,C0117,2024-08-01,COMPLETED,SR020,PHARMACY
O000462,C0003,2024-09-28,COMPLETED,SR006,PHARMACY
O000463,C0009,2024-09-06,COMPLETED,SR006,HOSPITAL
O000464,C0021,2024-09-14,COMPLETED,SR002,HOSPITAL
O000465,C0028,2024-09-14,COMPLETED,SR001,HOSPITAL
O000466,C0021,2024-09-20,COMPLETED,SR005,PHARMACY
O000467,C0028,2024-09-25,COMPLETED,SR002,PHARMACY
O000468,C0023,2024-09-13,COMPLETED,SR002,HOSPITAL
O000469,C0009,2024-09-08,COMPLETED,SR003,CLINIC
O000470,C0019,2024-09-16,COMPLETED,SR001,HOSPITAL
O000471,C0009,2024-09-09,COMPLETED,SR001,HOSPITAL
O000472,C0007,2024-09-14,COMPLETED,SR005,CLINIC
O000473,C0028,2024-09-18,COMPLETED,SR004,HOSPITAL
O000474,C0009,2024-09-06,COMPLETED,SR001,HOSPITAL
O000475,C0002,2024-09-24,COMPLETED,SR002,PHARMACY
O000476,C0024,2024-09-03,COMPLETED,SR006,PHARMACY
O000477,C0009,2024-09-14,COMPLETED,SR005,CLINIC
O000478,C0002,2024-09-05,COMPLETED,SR006,CLINIC
O000479,C0018,2024-09-13,COMPLETED,SR003,HOSPITAL
O000480,C0005,2024-09-22,COMPLETED,SR001,HOSPITAL
O000481,C0003,2024-09-19,COMPLETED,SR003,PHARMACY
O000482,C0005,2024-09-11,COMPLETED,SR006,CLINIC
O000483,C0009,2024-09-26,CANCELLED,SR004,HOSPITAL
O000484,C0026,2024-09-07,COMPLETED,SR001,HOSPITAL
O000485,C0010,2024-09-20,COMPLETED,SR002,CLINIC
O000486,C0009,2024-09-17,COMPLETED,SR004,CLINIC
O000487,C0001,2024-09-14,COMPLETED,SR005,CLINIC
O000488,C0001,2024-09-22,COMPLETED,SR003,CLINIC
O000489,C0024,2024-09-24,COMPLETED,SR003,PHARMACY
O000490,C0039,2024-09-14,COMPLETED,SR009,HOSPITAL
O000491,C0057,2024-09-02,CANCELLED,SR009,HOSPITAL
O000492,C0041,2024-09-03,COMPLETED,SR011,PHARMACY
O000493,C0033,2024-09-12,CANCELLED,SR008,HOSPITAL
O000494,C0043,2024-09-11,COMPLETED,SR011,CLINIC
O000495,C0043,2024-09-25,COMPLETED,SR007,PHARMACY
O000496,C0032,2024-09-25,COMPLETED,SR009,CLINIC
O000497,C0042,2024-09-27,COMPLETED,SR007,CLINIC
O000498,C0047,2024-09-26,COMPLETED,SR011,PHARMACY
O000499,C0053,2024-09-14,COMPLETED,SR007,CLINIC
O000500,C0042,2024-09-17,COMPLETED,SR008,PHARMACY
O000501,C0049,2024-09-26,COMPLETED,SR008,HOSPITAL
O000502,C0059,2024-09-10,COMPLETED,SR012,CLINIC
O000503,C0036,2024-09-14,COMPLETED,SR007,PHARMACY
O000504,C0053,2024-09-13,COMPLETED,SR008,HOSPITAL
O000505,C0041,2024-09-07,COMPLETED,SR010,PHARMACY
O000506,C0033,2024-09-26,COMPLETED,SR010,PHARMACY
O000507,C0042,2024-09-05,COMPLETED,SR007,CLINIC
O000508,C0055,2024-09-04,COMPLETED,SR011,CLINIC
O000509,C0055,2024-09-21,COMPLETED,SR009,HOSPITAL
O000510,C0031,2024-09-13,COMPLETED,SR012,HOSPITAL
O000511,C0068,2024-09-06,COMPLETED,SR015,CLINIC
O000512,C0087,2024-09-14,COMPLETED,SR018,CLINIC
O000513,C0082,2024-09-04,COMPLETED,SR017,CLINIC
O000514,C0075,2024-09-07,COMPLETED,SR015,PHARMACY
O000515,C0076,2024-09-05,COMPLETED,SR017,CLINIC
O000516,C0070,2024-09-13,COMPLETED,SR015,PHARMACY
O000517,C0075,2024-09-02,CANCELLED,SR015,PHARMACY
O000518,C0075,2024-09-26,CANCELLED,SR017,CLINIC
O000519,C0073,2024-09-10,COMPLETED,SR017,CLINIC
O000520,C0084,2024-09-09,COMPLETED,SR013,PHARMACY
O000521,C0062,2024-09-14,COMPLETED,SR014,CLINIC
O000522,C0090,2024-09-13,COMPLETED,SR014,CLINIC
O000523,C0072,2024-09-01,COMPLETED,SR013,PHARMACY
O000524,C0077,2024-09-24,COMPLETED,SR015,CLINIC
O000525,C0076,2024-09-03,COMPLETED,SR017,CLINIC
O000526,C0084,2024-09-21,COMPLETED,SR014,PHARMACY
O000527,C0077,2024-09-28,COMPLETED,SR013,CLINIC
O000528,C0094,2024-09-10,COMPLETED,SR021,CLINIC
O000529,C0115,2024-09-10,COMPLETED,SR020,CLINIC
O000530,C0110,2024-09-05,COMPLETED,SR019,PHARMACY
O000531,C0107,2024-09-18,COMPLETED,SR024,PHARMACY
O000532,C0117,2024-09-04,COMPLETED,SR019,CLINIC
O000533,C0102,2024-09-04,COMPLETED,SR024,CLINIC
O000534,C0109,2024-09-20,COMPLETED,SR021,CLINIC
O000535,C0117,2024-09-18,COMPLETED,SR024,CLINIC
O000536,C0003,2024-10-16,CANCELLED,SR003,HOSPITAL
O000537,C0020,2024-10-10,COMPLETED,SR004,PHARMACY
O000538,C0003,2024-10-01,COMPLETED,SR001,HOSPITAL
O000539,C0028,2024-10-25,COMPLETED,SR003,HOSPITAL
O000540,C0003,2024-10-06,COMPLETED,SR005,CLINIC
O000541,C0028,2024-10-09,COMPLETED,SR005,CLINIC
O000542,C0028,2024-10-19,COMPLETED,SR002,PHARMACY
O000543,C0002,2024-10-12,COMPLETED,SR004,HOSPITAL
O000544,C0025,2024-10-17,CANCELLED,SR001,PHARMACY
O000545,C0021,2024-10-03,COMPLETED,SR006,HOSPITAL
O000546,C0013,2024-10-07,COMPLETED,SR003,PHARMACY
O000547,C0014,2024-10-06,COMPLETED,SR003,PHARMACY
O000548,C0028,2024-10-15,COMPLETED,SR006,HOSPITAL
O000549,C0009,2024-10-06,COMPLETED,SR002,HOSPITAL
O000550,C0016,2024-10-05,COMPLETED,SR003,HOSPITAL
O000551,C0013,2024-10-25,COMPLETED,SR003,PHARMACY
O000552,C0014,2024-10-24,COMPLETED,SR003,PHARMACY
O000553,C0013,2024-10-20,COMPLETED,SR003,HOSPITAL
O000554,C0010,2024-10-04,COMPLETED,SR003,CLINIC
O000555,C0028,2024-10-08,COMPLETED,SR006,CLINIC
O000556,C0017,2024-10-10,COMPLETED,SR004,CLINIC
O000557,C0027,2024-10-15,COMPLETED,SR003,HOSPITAL
O000558,C0018,2024-10-14,COMPLETED,SR006,CLINIC
O000559,C0030,2024-10-26,COMPLETED,SR001,PHARMACY
O000560,C0025,2024-10-06,COMPLETED,SR002,HOSPITAL
O000561,C0001,2024-10-12,COMPLETED,SR003,CLINIC
O000562,C0026,2024-10-13,COMPLETED,SR001,HOSPITAL
O000563,C0037,2024-10-10,COMPLETED,SR007,CLINIC
O000564,C0057,2024-10-16,COMPLETED,SR008,CLINIC
O000565,C0047,2024-10-24,COMPLETED,SR008,HOSPITAL
O000566,C0051,2024-10-07,COMPLETED,SR010,HOSPITAL
O000567,C0047,2024-10-10,COMPLETED,SR011,CLINIC
O000568,C0052,2024-10-12,COMPLETED,SR011,PHARMACY
O000569,C0041,2024-10-11,CANCELLED,SR007,CLINIC
O000570,C0045,2024-10-17,COMPLETED,SR012,HOSPITAL
O000571,C0059,2024-10-04,COMPLETED,SR012,HOSPITAL
O000572,C0031,2024-10-01,COMPLETED,SR008,HOSPITAL
O000573,C0031,2024-10-12,COMPLETED,SR012,HOSPITAL
O000574,C0033,2024-10-17,COMPLETED,SR008,HOSPITAL
O000575,C0055,2024-10-03,COMPLETED,SR009,HOSPITAL
O000576,C0036,2024-10-20,COMPLETED,SR010,HOSPITAL
O000577,C0047,2024-10-06,COMPLETED,SR012,HOSPITAL
O000578,C0080,2024-10-10,COMPLETED,SR018,HOSPITAL
O000579,C0081,2024-10-02,COMPLETED,SR015,HOSPITAL
O000580,C0075,2024-10-15,COMPLETED,SR013,HOSPITAL
O000581,C0087,2024-10-05,COMPLETED,SR013,HOSPITAL
O000582,C0074,2024-10-01,COMPLETED,SR018,HOSPITAL
O000583,C0070,2024-10-10,COMPLETED,SR014,PHARMACY
O000584,C0076,2024-10-21,COMPLETED,SR013,PHARMACY
O000585,C0077,2024-10-06,COMPLETED,SR015,PHARMACY
O000586,C0079,2024-10-10,COMPLETED,SR016,HOSPITAL
O000587,C0087,2024-10-16,COMPLETED,SR015,PHARMACY
O000588,C0061,2024-10-06,COMPLETED,SR016,CLINIC
O000589,C0076,2024-10-11,COMPLETED,SR015,PHARMACY
O000590,C0090,2024-10-12,COMPLETED,SR017,CLINIC
O000591,C0068,2024-10-15,CANCELLED,SR016,HOSPITAL
O000592,C0066,2024-10-05,COMPLETED,SR017,HOSPITAL
O000593,C0088,2024-10-20,COMPLETED,SR018,HOSPITAL
O000594,C0065,2024-10-17,COMPLETED,SR015,PHARMACY
O000595,C0077,2024-10-01,COMPLETED,SR018,CLINIC
O000596,C0075,2024-10-16,COMPLETED,SR018,PHARMACY
O000597,C0073,2024-10-01,COMPLETED,SR013,CLINIC
O000598,C0101,2024-10-26,COMPLETED,SR024,HOSPITAL
O000599,C0109,2024-10-20,CANCELLED,SR021,PHARMACY
O000600,C0096,2024-10-17,COMPLETED,SR023,PHARMACY
O000601,C0115,2024-10-12,COMPLETED,SR023,CLINIC
O000602,C0105,2024-10-05,COMPLETED,SR020,HOSPITAL
O000603,C0117,2024-10-21,COMPLETED,SR024,HOSPITAL
O000604,C0098,2024-10-05,COMPLETED,SR024,PHARMACY
O000605,C0003,2024-11-20,COMPLETED,SR004,HOSPITAL
O000606,C0008,2024-11-26,COMPLETED,SR001,CLINIC
O000607,C0008,2024-11-26,COMPLETED,SR003,PHARMACY
O000608,C0027,2024-11-09,COMPLETED,SR002,CLINIC
O000609,C0007,2024-11-18,COMPLETED,SR003,CLINIC
O000610,C0028,2024-11-23,COMPLETED,SR005,CLINIC
O000611,C0007,2024-11-17,COMPLETED,SR002,HOSPITAL
O000612,C0028,2024-11-23,COMPLETED,SR006,HOSPITAL
O000613,C0019,2024-11-18,COMPLETED,SR001,PHARMACY
O000614,C0028,2024-11-16,CANCELLED,SR003,PHARMACY
O000615,C0002,2024-11-07,COMPLETED,SR006,PHARMACY
O000616,C0022,2024-11-20,COMPLETED,SR003,CLINIC
O000617,C0023,2024-11-17,COMPLETED,SR002,CLINIC
O000618,C0016,2024-11-06,COMPLETED,SR006,HOSPITAL
O000619,C0016,2024-11-01,COMPLETED,SR006,PHARMACY
O000620,C0024,2024-11-20,CANCELLED,SR003,CLINIC
O000621,C0005,2024-11-14,COMPLETED,SR004,PHARMACY
O000622,C0011,2024-11-26,COMPLETED,SR005,CLINIC
O000623,C0020,2024-11-18,COMPLETED,SR001,CLINIC
O000624,C0026,2024-11-02,COMPLETED,SR004,PHARMACY
O000625,C0027,2024-11-26,COMPLETED,SR002,CLINIC
O000626,C0005,2024-11-17,COMPLETED,SR006,PHARMACY
O000627,C0001,2024-11-20,COMPLETED,SR003,PHARMACY
O000628,C0019,2024-11-18,CANCELLED,SR003,PHARMACY
O000629,C0010,2024-11-17,CANCELLED,SR001,PHARMACY
O000630,C0010,2024-11-24,COMPLETED,SR004,HOSPITAL
O000631,C0056,2024-11-12,COMPLETED,SR012,HOSPITAL
O000632,C0057,2024-11-21,COMPLETED,SR007,PHARMACY
O000633,C0047,2024-11-28,COMPLETED,SR009,PHARMACY
O000634,C0056,2024-11-04,COMPLETED,SR008,CLINIC
O000635,C0051,2024-11-21,COMPLETED,SR010,PHARMACY
O000636,C0043,2024-11-03,COMPLETED,SR007,PHARMACY
O000637,C0033,2024-11-05,COMPLETED,SR009,HOSPITAL
O000638,C0050,2024-11-05,COMPLETED,SR012,HOSPITAL
O000639,C0033,2024-11-27,COMPLETED,SR008,HOSPITAL
O000640,C0042,2024-11-06,COMPLETED,SR008,PHARMACY
O000641,C0049,2024-11-21,COMPLETED,SR009,CLINIC
O000642,C0059,2024-11-07,COMPLETED,SR008,CLINIC
O000643,C0053,2024-11-23,COMPLETED,SR012,PHARMACY
O000644,C0059,2024-11-04,COMPLETED,SR011,HOSPITAL
O000645,C0059,2024-11-20,CANCELLED,SR011,HOSPITAL
O000646,C0041,2024-11-19,COMPLETED,SR011,PHARMACY
O000647,C0051,2024-11-08,COMPLETED,SR010,PHARMACY
O000648,C0055,2024-11-23,COMPLETED,SR007,HOSPITAL
O000649,C0038,2024-11-12,COMPLETED,SR009,PHARMACY
O000650,C0075,2024-11-09,COMPLETED,SR015,CLINIC
O000651,C0082,2024-11-24,COMPLETED,SR018,HOSPITAL
O000652,C0078,2024-11-15,COMPLETED,SR014,CLINIC
O000653,C0068,2024-11-22,COMPLETED,SR018,CLINIC
O000654,C0076,2024-11-20,COMPLETED,SR018,HOSPITAL
O000655,C0076,2024-11-02,COMPLETED,SR016,HOSPITAL
O000656,C0078,2024-11-09,COMPLETED,SR018,CLINIC
O000657,C0086,2024-11-27,COMPLETED,SR014,PHARMACY
O000658,C0074,2024-11-16,COMPLETED,SR016,CLINIC
O000659,C0067,2024-11-22,COMPLETED,SR014,CLINIC
O000660,C0085,2024-11-17,COMPLETED,SR018,CLINIC
O000661,C0075,2024-11-08,COMPLETED,SR018,CLINIC
O000662,C0068,2024-11-10,COMPLETED,SR018,PHARMACY
O000663,C0068,2024-11-05,COMPLETED,SR016,PHARMACY
O000664,C0065,2024-11-09,CANCELLED,SR016,HOSPITAL
O000665,C0063,2024-11-08,COMPLETED,SR014,HOSPITAL
O000666,C0071,2024-11-08,COMPLETED,SR017,HOSPITAL
O000667,C0067,2024-11-20,COMPLETED,SR018,PHARMACY
O000668,C0073,2024-11-11,COMPLETED,SR013,HOSPITAL
O000669,C0113,2024-11-05,COMPLETED,SR023,PHARMACY
O000670,C0115,2024-11-27,COMPLETED,SR024,PHARMACY
O000671,C0095,2024-11-09,COMPLETED,SR019,CLINIC
O000672,C0097,2024-11-20,COMPLETED,SR023,CLINIC
O000673,C0110,2024-11-06,COMPLETED,SR019,PHARMACY
O000674,C0109,2024-11-04,COMPLETED,SR024,CLINIC
O000675,C0115,2024-11-17,COMPLETED,SR023,PHARMACY
O000676,C0096,2024-11-19,COMPLETED,SR024,CLINIC
O000677,C0008,2024-12-15,COMPLETED,SR005,HOSPITAL
O000678,C0008,2024-12-14,CANCELLED,SR003,PHARMACY
O000679,C0028,2024-12-20,COMPLETED,SR006,HOSPITAL
O000680,C0021,2024-12-18,CANCELLED,SR003,CLINIC
O000681,C0027,2024-12-16,COMPLETED,SR006,PHARMACY
O000682,C0008,2024-12-22,COMPLETED,SR003,PHARMACY
O000683,C0008,2024-12-21,COMPLETED,SR001,CLINIC
O000684,C0023,2024-12-01,COMPLETED,SR004,HOSPITAL
O000685,C0009,2024-12-08,COMPLETED,SR005,CLINIC
O000686,C0002,2024-12-06,COMPLETED,SR006,HOSPITAL
O000687,C0028,2024-12-16,COMPLETED,SR005,PHARMACY
O000688,C0023,2024-12-23,COMPLETED,SR003,CLINIC
O000689,C0002,2024-12-15,COMPLETED,SR002,PHARMACY
O000690,C0028,2024-12-25,CANCELLED,SR006,CLINIC
O000691,C0004,2024-12-06,COMPLETED,SR002,CLINIC
O000692,C0028,2024-12-06,COMPLETED,SR005,PHARMACY
O000693,C0024,2024-12-21,COMPLETED,SR005,PHARMACY
O000694,C0014,2024-12-10,CANCELLED,SR003,HOSPITAL
O000695,C0009,2024-12-10,COMPLETED,SR001,HOSPITAL
O000696,C0021,2024-12-09,COMPLETED,SR002,HOSPITAL
O000697,C0021,2024-12-24,COMPLETED,SR004,HOSPITAL
O000698,C0010,2024-12-16,COMPLETED,SR001,CLINIC
O000699,C0026,2024-12-04,COMPLETED,SR003,CLINIC
O000700,C0018,2024-12-05,COMPLETED,SR005,PHARMACY
O000701,C0003,2024-12-11,COMPLETED,SR003,CLINIC
O000702,C0028,2024-12-07,COMPLETED,SR003,CLINIC
O000703,C0021,2024-12-13,COMPLETED,SR006,CLINIC
O000704,C0021,2024-12-20,COMPLETED,SR004,HOSPITAL
O000705,C0020,2024-12-12,COMPLETED,SR002,PHARMACY
O000706,C0001,2024-12-06,COMPLETED,SR001,PHARMACY
O000707,C0009,2024-12-13,COMPLETED,SR005,HOSPITAL
O000708,C0001,2024-12-14,COMPLETED,SR003,HOSPITAL
O000709,C0003,2024-12-26,COMPLETED,SR002,CLINIC
O000710,C0052,2024-12-13,COMPLETED,SR008,PHARMACY
O000711,C0039,2024-12-06,COMPLETED,SR007,CLINIC
O000712,C0057,2024-12-02,COMPLETED,SR009,CLINIC
O000713,C0052,2024-12-18,COMPLETED,SR012,HOSPITAL
O000714,C0037,2024-12-07,COMPLETED,SR007,PHARMACY
O000715,C0043,2024-12-25,COMPLETED,SR009,CLINIC
O000716,C0052,2024-12-27,COMPLETED,SR008,PHARMACY
O000717,C0045,2024-12-20,COMPLETED,SR008,CLINIC
O000718,C0052,2024-12-17,COMPLETED,SR012,HOSPITAL
O000719,C0046,2024-12-12,COMPLETED,SR012,PHARMACY
O000720,C0047,2024-12-07,COMPLETED,SR012,PHARMACY
O000721,C0045,2024-12-27,COMPLETED,SR012,CLINIC
O000722,C0046,2024-12-26,COMPLETED,SR007,HOSPITAL
O000723,C0049,2024-12-13,COMPLETED,SR008,HOSPITAL
O000724,C0031,2024-12-05,COMPLETED,SR011,HOSPITAL
O000725,C0042,2024-12-26,COMPLETED,SR008,HOSPITAL
O000726,C0044,2024-12-19,COMPLETED,SR012,PHARMACY
O000727,C0042,2024-12-12,COMPLETED,SR007,HOSPITAL
O000728,C0038,2024-12-13,COMPLETED,SR010,PHARMACY
O000729,C0053,2024-12-14,COMPLETED,SR007,CLINIC
O000730,C0038,2024-12-25,COMPLETED,SR008,CLINIC
O000731,C0078,2024-12-16,COMPLETED,SR018,PHARMACY
O000732,C0082,2024-12-09,COMPLETED,SR014,PHARMACY
O000733,C0078,2024-12-06,COMPLETED,SR017,PHARMACY
O000734,C0082,2024-12-04,COMPLETED,SR016,CLINIC
O000735,C0070,2024-12-22,COMPLETED,SR018,HOSPITAL
O000736,C0089,2024-12-02,COMPLETED,SR015,HOSPITAL
O000737,C0089,2024-12-20,COMPLETED,SR016,HOSPITAL
O000738,C0089,2024-12-15,COMPLETED,SR013,PHARMACY
O000739,C0077,2024-12-24,CANCELLED,SR013,PHARMACY
O000740,C0062,2024-12-05,COMPLETED,SR015,PHARMACY
O000741,C0089,2024-12-21,COMPLETED,SR018,PHARMACY
O000742,C0087,2024-12-03,COMPLETED,SR018,CLINIC
O000743,C0076,2024-12-24,COMPLETED,SR017,CLINIC
O000744,C0089,2024-12-27,COMPLETED,SR018,PHARMACY
O000745,C0074,2024-12-21,COMPLETED,SR015,CLINIC
O000746,C0074,2024-12-01,COMPLETED,SR017,PHARMACY
O000747,C0072,2024-12-18,COMPLETED,SR014,PHARMACY
O000748,C0073,2024-12-08,COMPLETED,SR018,CLINIC
O000749,C0062,2024-12-14,COMPLETED,SR013,HOSPITAL
O000750,C0077,2024-12-06,COMPLETED,SR015,PHARMACY
O000751,C0099,2024-12-27,COMPLETED,SR019,CLINIC
O000752,C0113,2024-12-04,COMPLETED,SR020,CLINIC
O000753,C0096,2024-12-28,COMPLETED,SR024,PHARMACY
O000754,C0119,2024-12-13,COMPLETED,SR020,PHARMACY
O000755,C0115,2024-12-13,COMPLETED,SR021,CLINIC
O000756,C0105,2024-12-17,COMPLETED,SR022,CLINIC
O000757,C0115,2024-12-26,COMPLETED,SR023,CLINIC
O000758,C0096,2024-12-16,COMPLETED,SR019,PHARMACY
O000759,C0011,2025-01-27,CANCELLED,SR004,HOSPITAL
O000760,C0011,2025-01-19,CANCELLED,SR004,PHARMACY
O000761,C0002,2025-01-07,COMPLETED,SR005,PHARMACY
O000762,C0029,2025-01-12,COMPLETED,SR001,CLINIC
O000763,C0029,2025-01-11,COMPLETED,SR002,CLINIC
O000764,C0018,2025-01-20,COMPLETED,SR003,CLINIC
O000765,C0014,2025-01-15,COMPLETED,SR001,PHARMACY
O000766,C0020,2025-01-10,COMPLETED,SR004,CLINIC
O000767,C0014,2025-01-01,COMPLETED,SR006,HOSPITAL
O000768,C0012,2025-01-19,CANCELLED,SR005,CLINIC
O000769,C0005,2025-01-26,CANCELLED,SR005,PHARMACY
O000770,C0018,2025-01-10,COMPLETED,SR006,PHARMACY
O000771,C0001,2025-01-22,COMPLETED,SR002,PHARMACY
O000772,C0003,2025-01-21,COMPLETED,SR005,HOSPITAL
O000773,C0010,2025-01-03,COMPLETED,SR003,HOSPITAL
O000774,C0028,2025-01-25,COMPLETED,SR001,CLINIC
O000775,C0008,2025-01-12,COMPLETED,SR006,PHARMACY
O000776,C0004,2025-01-11,COMPLETED,SR004,HOSPITAL
O000777,C0014,2025-01-25,COMPLETED,SR006,CLINIC
O000778,C0020,2025-01-17,CANCELLED,SR003,HOSPITAL
O000779,C0020,2025-01-13,COMPLETED,SR006,CLINIC
O000780,C0009,2025-01-02,COMPLETED,SR005,HOSPITAL
O000781,C0005,2025-01-17,COMPLETED,SR005,PHARMACY
O000782,C0012,2025-01-18,COMPLETED,SR003,CLINIC
O000783,C0009,2025-01-11,COMPLETED,SR002,CLINIC
O000784,C0012,2025-01-06,CANCELLED,SR006,CLINIC
O000785,C0024,2025-01-24,CANCELLED,SR005,PHARMACY
O000786,C0051,2025-01-07,COMPLETED,SR009,HOSPITAL
O000787,C0047,2025-01-01,CANCELLED,SR012,PHARMACY
O000788,C0036,2025-01-16,COMPLETED,SR010,PHARMACY
O000789,C0055,2025-01-11,COMPLETED,SR009,PHARMACY
O000790,C0043,2025-01-09,COMPLETED,SR007,PHARMACY
O000791,C0056,2025-01-25,COMPLETED,SR011,HOSPITAL
O000792,C0059,2025-01-09,COMPLETED,SR008,PHARMACY
O000793,C0053,2025-01-04,COMPLETED,SR011,CLINIC
O000794,C0047,2025-01-22,COMPLETED,SR007,PHARMACY
O000795,C0032,2025-01-16,COMPLETED,SR011,CLINIC
O000796,C0038,2025-01-24,COMPLETED,SR008,CLINIC
O000797,C0046,2025-01-16,COMPLETED,SR008,PHARMACY
O000798,C0040,2025-01-06,COMPLETED,SR008,PHARMACY
O000799,C0047,2025-01-14,COMPLETED,SR011,HOSPITAL
O000800,C0055,2025-01-12,CANCELLED,SR011,HOSPITAL
O000801,C0059,2025-01-28,COMPLETED,SR009,PHARMACY
O000802,C0041,2025-01-17,COMPLETED,SR009,PHARMACY
O000803,C0041,2025-01-23,COMPLETED,SR012,CLINIC
O000804,C0035,2025-01-28,COMPLETED,SR012,PHARMACY
O000805,C0050,2025-01-04,COMPLETED,SR008,CLINIC
O000806,C0045,2025-01-12,COMPLETED,SR007,HOSPITAL
O000807,C0039,2025-01-24,COMPLETED,SR012,CLINIC
O000808,C0069,2025-01-05,COMPLETED,SR015,CLINIC
O000809,C0072,2025-01-08,COMPLETED,SR016,HOSPITAL
O000810,C0061,2025-01-19,COMPLETED,SR015,CLINIC
O000811,C0082,2025-01-01,COMPLETED,SR015,HOSPITAL
O000812,C0082,2025-01-20,COMPLETED,SR017,CLINIC
O000813,C0069,2025-01-20,COMPLETED,SR016,PHARMACY
O000814,C0062,2025-01-19,CANCELLED,SR013,PHARMACY
O000815,C0089,2025-01-20,COMPLETED,SR015,PHARMACY
O000816,C0063,2025-01-20,COMPLETED,SR015,HOSPITAL
O000817,C0072,2025-01-24,COMPLETED,SR013,HOSPITAL
O000818,C0070,2025-01-13,COMPLETED,SR014,CLINIC
O000819,C0070,2025-01-02,COMPLETED,SR017,PHARMACY
O000820,C0074,2025-01-03,COMPLETED,SR014,PHARMACY
O000821,C0063,2025-01-23,COMPLETED,SR016,PHARMACY
O000822,C0064,2025-01-22,COMPLETED,SR018,HOSPITAL
O000823,C0082,2025-01-17,COMPLETED,SR013,CLINIC
O000824,C0067,2025-01-27,COMPLETED,SR013,PHARMACY
O000825,C0120,2025-01-14,COMPLETED,SR020,PHARMACY
O000826,C0105,2025-01-20,COMPLETED,SR019,CLINIC
O000827,C0109,2025-01-12,COMPLETED,SR021,HOSPITAL
O000828,C0120,2025-01-05,COMPLETED,SR021,CLINIC
O000829,C0095,2025-01-06,COMPLETED,SR023,PHARMACY
O000830,C0101,2025-01-26,COMPLETED,SR019,CLINIC
O000831,C0113,2025-01-25,COMPLETED,SR019,CLINIC
O000832,C0104,2025-01-06,COMPLETED,SR019,PHARMACY
O000833,C0104,2025-01-22,COMPLETED,SR020,HOSPITAL
O000834,C0101,2025-01-13,COMPLETED,SR020,CLINIC
O000835,C0110,2025-01-04,CANCELLED,SR019,PHARMACY
O000836,C0022,2025-02-16,COMPLETED,SR001,PHARMACY
O000837,C0009,2025-02-19,COMPLETED,SR002,PHARMACY
O000838,C0025,2025-02-03,CANCELLED,SR005,CLINIC
O000839,C0016,2025-02-21,COMPLETED,SR001,PHARMACY
O000840,C0029,2025-02-21,COMPLETED,SR001,HOSPITAL
O000841,C0016,2025-02-03,COMPLETED,SR004,HOSPITAL
O000842,C0006,2025-02-15,COMPLETED,SR004,HOSPITAL
O000843,C0012,2025-02-23,COMPLETED,SR003,HOSPITAL
O000844,C0005,2025-02-20,COMPLETED,SR005,HOSPITAL
O000845,C0005,2025-02-28,COMPLETED,SR001,CLINIC
