order_item_id,order_id,product_id,quantity,unit_price,discount_amount,net_amount
OI0001434,O000720,P015,72,269.33,600.96,18790.8
OI0001435,O000721,P015,90,252.35,2468.54,20242.96
OI0001436,O000721,P015,107,275.32,1956.02,27503.22
OI0001437,O000721,P013,72,197.69,1622.03,12611.65
OI0001438,O000722,P016,25,124.84,21.47,3099.53
OI0001439,O000723,P015,40,264.39,482.95,10092.65
OI0001440,O000724,P019,103,124.85,1301.05,11558.5
OI0001441,O000724,P024,50,197.4,207.55,9662.45
OI0001442,O000724,P020,10,236.38,29.3,2334.5
OI0001443,O000725,P020,116,236.67,1036.54,26417.18
OI0001444,O000725,P023,101,213.24,1497.01,20040.23
OI0001445,O000726,P021,100,219.04,2537.93,19366.07
OI0001446,O000726,P019,104,143.33,422.43,14483.89
OI0001447,O000727,P023,98,229.31,2533.93,19938.45
OI0001448,O000727,P022,38,235.3,40.7,8900.7
OI0001449,O000727,P023,22,207.15,526.0,4031.3
OI0001450,O000728,P019,30,134.97,295.2,3753.9
OI0001451,O000728,P022,40,210.55,450.23,7971.77
OI0001452,O000728,P023,68,229.37,508.68,15088.48
OI0001453,O000729,P026,72,158.14,44.31,11341.77
OI0001454,O000729,P026,50,176.94,909.97,7937.03
OI0001455,O000730,P030,29,157.1,242.23,4313.67
OI0001456,O000730,P029,54,119.97,477.87,6000.51
OI0001457,O000730,P027,84,90.03,270.45,7292.07
OI0001458,O000731,P006,86,1302.48,6432.5,105580.78
OI0001459,O000732,P004,13,1476.87,884.97,18314.34
OI0001460,O000732,P002,86,1865.53,14488.53,145947.05
OI0001461,O000733,P002,27,1822.79,2168.72,47046.61
OI0001462,O000734,P002,38,1917.52,1465.95,71399.81
OI0001463,O000734,P006,65,1305.21,355.01,84483.64
OI0001464,O000734,P001,27,1597.66,4678.53,38458.29
OI0001465,O000735,P007,27,1637.18,4037.51,40166.35
OI0001466,O000736,P009,32,2020.04,2433.27,62208.01
OI0001467,O000736,P011,36,2131.26,2582.49,74142.87
OI0001468,O000736,P007,104,1602.63,2484.2,164189.32
OI0001469,O000737,P009,104,2174.35,15292.12,210840.28
OI0001470,O000737,P007,7,1564.6,607.02,10345.18
OI0001471,O000738,P017,12,301.57,338.08,3280.76
OI0001472,O000738,P014,47,182.7,902.26,7684.64
OI0001473,O000738,P014,41,176.08,608.66,6610.62
OI0001474,O000739,P015,105,266.84,1352.44,26665.76
OI0001475,O000740,P016,54,117.4,80.84,6258.76
OI0001476,O000740,P016,93,114.04,266.37,10339.35
OI0001477,O000741,P015,29,263.3,285.39,7350.31
OI0001478,O000742,P017,108,284.88,171.16,30595.88
OI0001479,O000743,P018,86,261.08,602.7,21850.18
OI0001480,O000743,P013,96,194.84,2143.75,16560.89
OI0001481,O000743,P016,11,121.86,150.11,1190.35
OI0001482,O000744,P024,22,222.98,387.82,4517.74
OI0001483,O000744,P019,93,141.25,1345.8,11790.45
OI0001484,O000745,P022,55,228.04,153.2,12389.0
OI0001485,O000745,P022,19,212.18,27.79,4003.63
OI0001486,O000745,P023,57,217.21,1144.61,11236.36
OI0001487,O000746,P020,47,247.46,351.89,11278.73
OI0001488,O000746,P020,52,219.75,1126.97,10300.03
OI0001489,O000747,P023,53,224.7,1173.08,10736.02
OI0001490,O000747,P024,26,199.66,27.88,5163.28
OI0001491,O000747,P020,86,247.64,952.45,20344.59
OI0001492,O000748,P029,39,122.08,546.52,4214.6
OI0001493,O000748,P027,15,96.48,50.09,1397.11
OI0001494,O000749,P028,105,120.55,380.02,12277.73
OI0001495,O000749,P025,72,184.59,453.66,12836.82
OI0001496,O000750,P025,81,194.23,1297.88,14434.75
OI0001497,O000750,P030,39,147.23,431.99,5309.98
OI0001498,O000750,P029,45,132.71,159.14,5812.81
OI0001499,O000751,P004,48,1638.16,2667.41,75964.27
OI0001500,O000751,P002,59,1792.1,6676.23,99057.67
OI0001501,O000752,P003,74,872.57,2558.33,62011.85
OI0001502,O000753,P011,64,2113.57,6807.39,128461.09
OI0001503,O000753,P010,38,1656.39,4744.42,58198.4
OI0001504,O000754,P013,17,195.05,291.86,3023.99
OI0001505,O000755,P018,42,286.77,1212.24,10832.1
OI0001506,O000755,P017,59,301.29,77.35,17698.76
OI0001507,O000755,P014,11,193.4,250.17,1877.23
OI0001508,O000756,P022,51,208.42,574.86,10054.56
OI0001509,O000757,P024,116,217.89,1410.49,23864.75
OI0001510,O000757,P022,56,231.69,1461.95,11512.69
OI0001511,O000758,P025,88,196.45,1263.6,16024.0
OI0001512,O000758,P027,20,99.23,136.09,1848.51
OI0001513,O000758,P025,8,214.49,83.86,1632.06
OI0001514,O000759,P005,50,987.56,853.18,48524.82
OI0001515,O000759,P002,16,1938.73,3042.53,27977.15
OI0001516,O000759,P006,101,1228.53,13656.27,110425.26
OI0001517,O000760,P004,29,1590.02,828.65,45281.93
OI0001518,O000760,P001,112,1687.53,20781.51,168221.85
OI0001519,O000761,P002,11,1838.4,2326.63,17895.77
OI0001520,O000761,P006,107,1278.49,14490.75,122307.68
OI0001521,O000762,P001,21,1613.55,3509.54,30375.01
OI0001522,O000763,P004,73,1636.93,3724.73,115771.16
OI0001523,O000764,P002,92,1947.25,12862.36,166284.64
OI0001524,O000764,P005,54,982.91,2599.27,50477.87
OI0001525,O000764,P006,62,1199.88,5142.17,69250.39
OI0001526,O000765,P010,7,1535.82,551.34,10199.4
OI0001527,O000765,P008,76,1538.84,13084.81,103867.03
OI0001528,O000765,P007,103,1636.19,13796.81,154730.76
OI0001529,O000766,P010,63,1783.44,8773.32,103583.4
OI0001530,O000766,P012,80,1888.06,8750.14,142294.66
OI0001531,O000766,P007,89,1722.92,7116.55,146223.33
OI0001532,O000767,P007,72,1520.29,1920.19,107540.69
OI0001533,O000768,P010,99,1702.99,6671.71,161924.3
OI0001534,O000769,P011,98,2252.97,18741.07,202049.99
OI0001535,O000769,P008,80,1426.95,1781.39,112374.61
OI0001536,O000770,P015,88,269.11,2394.16,21287.52
OI0001537,O000770,P017,17,295.71,37.91,4989.16
OI0001538,O000770,P017,29,276.95,364.68,7666.87
OI0001539,O000771,P013,105,191.65,15.23,20108.02
OI0001540,O000771,P014,48,174.28,280.44,8085.0
OI0001541,O000771,P018,64,283.43,1416.37,16723.15
OI0001542,O000772,P016,6,122.76,40.91,695.65
OI0001543,O000772,P015,79,285.36,18.26,22525.18
OI0001544,O000772,P013,47,199.67,606.9,8777.59
OI0001545,O000773,P016,104,121.32,735.67,11881.61
OI0001546,O000773,P013,111,190.77,1328.25,19847.22
OI0001547,O000774,P018,19,257.9,40.52,4859.58
OI0001548,O000774,P015,44,274.62,504.22,11579.06
OI0001549,O000774,P015,46,263.54,703.35,11419.49
OI0001550,O000775,P015,41,254.02,397.1,10017.72
OI0001551,O000776,P016,65,126.22,809.57,7394.73
OI0001552,O000777,P019,26,140.59,318.86,3336.48
OI0001553,O000777,P019,31,136.36,47.49,4179.67
OI0001554,O000777,P021,117,232.06,815.63,26335.39
OI0001555,O000778,P022,92,227.5,1865.09,19064.91
OI0001556,O000778,P021,117,212.65,2555.8,22324.25
OI0001557,O000779,P022,18,216.62,237.5,3661.66
OI0001558,O000780,P019,114,128.97,1711.73,12990.85
OI0001559,O000780,P020,44,225.41,1016.58,8901.46
OI0001560,O000781,P019,10,129.63,73.14,1223.16
OI0001561,O000781,P020,99,222.56,982.49,21050.95
OI0001562,O000781,P022,35,223.54,283.76,7540.14
OI0001563,O000782,P020,27,253.23,458.4,6378.81
OI0001564,O000782,P019,52,127.48,245.25,6383.71
OI0001565,O000782,P022,86,223.22,1468.85,17728.07
OI0001566,O000783,P029,88,120.62,498.03,10116.53
OI0001567,O000783,P028,86,126.42,1221.61,9650.51
OI0001568,O000784,P028,14,126.15,82.82,1683.28
OI0001569,O000784,P029,54,123.27,398.47,6258.11
OI0001570,O000784,P027,114,96.05,1162.92,9786.78
OI0001571,O000785,P030,82,142.6,807.32,10885.88
OI0001572,O000786,P001,15,1463.28,2064.61,19884.59
OI0001573,O000786,P006,115,1187.72,7769.43,128818.37
OI0001574,O000786,P004,65,1548.28,6015.91,94622.29
OI0001575,O000787,P005,94,990.91,3376.81,89768.73
OI0001576,O000788,P001,28,1514.54,2220.88,40186.24
OI0001577,O000788,P002,33,1762.54,5361.47,52802.35
OI0001578,O000789,P004,78,1633.61,724.85,126696.73
OI0001579,O000790,P005,103,1044.21,7238.58,100315.05
OI0001580,O000790,P002,88,1822.49,1607.31,158771.81
OI0001581,O000790,P001,39,1486.72,3932.91,54049.17
OI0001582,O000791,P008,64,1496.71,921.82,94867.62
OI0001583,O000791,P012,64,1978.47,2360.58,124261.5
OI0001584,O000791,P008,63,1361.8,819.29,84974.11
OI0001585,O000792,P010,27,1668.75,3681.73,41374.52
OI0001586,O000792,P010,119,1767.31,15734.56,194575.33
OI0001587,O000792,P009,65,2205.28,8971.14,134372.06
OI0001588,O000793,P007,41,1574.69,4007.97,60554.32
OI0001589,O000793,P010,80,1569.4,10089.88,115462.12
OI0001590,O000793,P008,95,1409.4,3700.62,130192.38
OI0001591,O000794,P013,99,209.63,1968.93,18784.44
OI0001592,O000794,P015,110,265.95,15.84,29238.66
OI0001593,O000795,P014,21,189.35,15.01,3961.34
OI0001594,O000795,P015,27,253.11,155.37,6678.6
OI0001595,O000796,P018,115,255.26,386.45,28968.45
OI0001596,O000797,P014,106,202.25,837.7,20600.8
OI0001597,O000797,P018,47,270.41,1030.39,11678.88
OI0001598,O000797,P017,50,305.93,893.12,14403.38
OI0001599,O000798,P018,73,269.12,181.22,19464.54
OI0001600,O000799,P013,18,189.4,47.43,3361.77
OI0001601,O000800,P017,22,286.69,451.09,5856.09
OI0001602,O000800,P013,75,185.51,1621.97,12291.28
OI0001603,O000800,P013,45,186.0,102.47,8267.53
OI0001604,O000801,P022,31,228.18,167.11,6906.47
OI0001605,O000801,P023,35,231.69,627.81,7481.34
OI0001606,O000802,P024,78,198.58,1491.87,13997.37
OI0001607,O000802,P022,83,213.31,117.24,17587.49
OI0001608,O000802,P023,75,224.8,152.47,16707.53
OI0001609,O000803,P020,107,218.74,2146.12,21259.06
OI0001610,O000803,P022,43,220.71,596.1,8894.43
OI0001611,O000803,P021,10,235.79,72.52,2285.38
OI0001612,O000804,P020,96,229.32,269.79,21744.93
OI0001613,O000805,P024,59,214.1,789.5,11842.4
OI0001614,O000805,P020,87,229.37,461.12,19494.07
OI0001615,O000805,P020,79,223.84,610.54,17072.82
OI0001616,O000806,P029,33,125.41,262.69,3875.84
OI0001617,O000806,P029,74,120.39,66.74,8842.12
OI0001618,O000807,P030,8,145.06,113.33,1047.15
OI0001619,O000807,P028,37,113.4,400.3,3795.5
OI0001620,O000807,P027,36,93.8,65.04,3311.76
OI0001621,O000808,P003,45,902.39,2281.04,38326.51
OI0001622,O000808,P005,119,967.09,8924.82,106158.89
OI0001623,O000809,P005,37,974.72,4194.49,31870.15
OI0001624,O000809,P001,21,1523.54,1412.63,30581.71
OI0001625,O000810,P002,26,1967.09,1218.32,49926.02
OI0001626,O000811,P006,101,1193.49,7078.66,113463.83
OI0001627,O000812,P002,67,1750.42,7644.39,109633.75
OI0001628,O000812,P005,59,950.74,2102.04,53991.62
OI0001629,O000812,P005,78,927.31,4825.61,67504.57
OI0001630,O000813,P004,48,1512.7,4404.65,68204.95
OI0001631,O000814,P009,57,2015.0,7947.2,106907.8
OI0001632,O000814,P007,36,1602.94,5624.25,52081.59
OI0001633,O000814,P008,6,1371.86,62.73,8168.43
OI0001634,O000815,P010,68,1591.17,5560.22,102639.34
OI0001635,O000815,P008,90,1334.78,12267.92,107862.28
OI0001636,O000816,P018,119,258.99,3484.75,27335.06
OI0001637,O000817,P015,24,258.52,743.75,5460.73
OI0001638,O000817,P016,47,114.21,311.91,5055.96
OI0001639,O000818,P015,23,248.47,499.44,5215.37
OI0001640,O000819,P013,81,214.98,764.49,16648.89
OI0001641,O000819,P014,23,197.48,401.15,4140.89
OI0001642,O000819,P016,7,124.7,62.49,810.41
OI0001643,O000820,P022,86,237.52,635.5,19791.22
OI0001644,O000820,P019,48,126.78,318.97,5766.47
OI0001645,O000820,P021,73,234.61,533.65,16592.88
OI0001646,O000821,P021,109,211.0,86.63,22912.37
OI0001647,O000821,P019,87,131.6,238.95,11210.25
OI0001648,O000822,P024,41,219.99,75.66,8943.93
OI0001649,O000822,P024,71,224.94,924.49,15046.25
OI0001650,O000823,P019,100,130.83,1245.93,11837.07
OI0001651,O000823,P019,104,140.12,97.52,14474.96
OI0001652,O000824,P026,112,176.94,294.54,19522.74
OI0001653,O000824,P026,28,179.96,89.61,4949.27
OI0001654,O000825,P002,42,1717.62,6744.8,65395.24
OI0001655,O000826,P006,97,1308.09,8804.95,118079.78
OI0001656,O000826,P005,58,948.14,5248.9,49743.22
OI0001657,O000827,P003,85,900.31,3777.3,72749.05
OI0001658,O000827,P002,56,1957.61,12135.38,97490.78
OI0001659,O000827,P001,87,1688.28,4218.87,142661.49
OI0001660,O000828,P010,31,1693.94,2891.72,49620.42
OI0001661,O000828,P009,65,2192.74,14892.81,127635.29
OI0001662,O000829,P009,107,1975.85,24050.14,187365.81
OI0001663,O000830,P013,28,191.91,565.29,4808.19
OI0001664,O000830,P015,86,270.31,2183.33,21063.33
OI0001665,O000831,P013,9,194.18,63.3,1684.32
OI0001666,O000831,P014,95,178.48,1239.39,15716.21
OI0001667,O000831,P018,12,255.33,202.91,2861.05
OI0001668,O000832,P017,7,274.76,88.84,1834.48
OI0001669,O000833,P021,108,238.92,2127.86,23675.5
OI0001670,O000833,P022,40,222.98,143.13,8776.07
OI0001671,O000834,P023,103,213.55,356.1,21639.55
OI0001672,O000834,P021,101,231.56,2160.56,21227.0
OI0001673,O000835,P028,116,125.23,938.46,13588.22
OI0001674,O000835,P030,31,158.65,128.24,4789.91
OI0001675,O000835,P027,111,97.27,866.62,9930.35
OI0001676,O000836,P004,55,1427.74,2052.43,76473.27
OI0001677,O000836,P001,95,1499.41,15451.38,126992.57
OI0001678,O000836,P002,82,1793.78,2632.13,144457.83
OI0001679,O000837,P001,15,1631.2,2687.72,21780.28
OI0001680,O000838,P002,5,1737.73,472.73,8215.92
OI0001681,O000838,P002,104,1733.59,1666.65,178626.71
OI0001682,O000838,P005,98,1010.81,3305.02,95754.36
OI0001683,O000839,P001,71,1511.74,7157.12,100176.42
OI0001684,O000840,P002,107,1815.59,12110.34,182157.79
OI0001685,O000841,P004,69,1628.13,1675.27,110665.7
OI0001686,O000841,P004,37,1524.04,5541.17,50848.31
OI0001687,O000841,P004,94,1595.89,8821.68,141191.98
OI0001688,O000842,P009,25,2072.25,2177.92,49628.33
OI0001689,O000842,P012,74,2030.21,15559.04,134676.5
OI0001690,O000843,P011,73,2150.3,12020.96,144950.94
OI0001691,O000843,P012,47,2055.98,8932.29,87698.77
OI0001692,O000843,P010,61,1653.72,6475.98,94400.94
OI0001693,O000844,P008,70,1538.41,2496.38,105192.32
OI0001694,O000844,P012,60,1885.66,12734.73,100404.87
OI0001695,O000844,P009,11,2121.13,385.67,22946.76
OI0001696,O000845,P008,62,1478.64,4674.26,87001.42
OI0001697,O000845,P011,114,2294.16,30441.17,231093.07
OI0001698,O000845,P007,16,1559.18,1840.56,23106.32
OI0001699,O000846,P015,51,280.22,1709.5,12581.72
OI0001700,O000847,P018,88,284.19,904.68,24104.04
OI0001701,O000847,P017,31,295.98,1046.73,8128.65
OI0001702,O000848,P015,37,281.6,793.45,9625.75
OI0001703,O000848,P018,90,262.99,2689.83,20979.27
OI0001704,O000848,P013,78,208.95,1639.31,14658.79
OI0001705,O000849,P016,90,128.4,430.13,11125.87
OI0001706,O000849,P016,36,118.38,255.55,4006.13
OI0001707,O000850,P016,58,129.31,800.62,6699.36
OI0001708,O000851,P015,34,280.64,832.26,8709.5
OI0001709,O000851,P015,36,285.3,648.03,9622.77
OI0001710,O000851,P018,86,260.95,583.45,21858.25
OI0001711,O000852,P013,95,188.31,1609.03,16280.42
OI0001712,O000853,P022,107,238.81,2622.97,22929.7
OI0001713,O000853,P024,78,223.42,1962.62,15464.14
OI0001714,O000853,P021,116,217.18,422.73,24770.15
OI0001715,O000854,P021,82,217.98,1926.74,15947.62
OI0001716,O000855,P023,11,203.07,183.53,2050.24
OI0001717,O000855,P020,56,248.19,460.45,13438.19
OI0001718,O000855,P024,33,226.38,651.75,6818.79
OI0001719,O000856,P022,23,240.73,238.95,5297.84
OI0001720,O000856,P024,75,213.23,368.86,15623.39
OI0001721,O000856,P024,57,198.53,990.09,10326.12
OI0001722,O000857,P024,42,224.24,714.45,8703.63
OI0001723,O000857,P022,111,236.95,613.76,25687.69
OI0001724,O000858,P026,105,171.91,1812.87,16237.68
OI0001725,O000858,P027,13,90.45,97.19,1078.66
OI0001726,O000859,P028,48,126.95,682.61,5410.99
OI0001727,O000859,P025,13,215.12,240.54,2556.02
OI0001728,O000859,P026,48,172.5,719.73,7560.27
OI0001729,O000860,P028,49,114.63,189.25,5427.62
OI0001730,O000860,P028,32,121.59,319.62,3571.26
OI0001731,O000861,P001,103,1486.84,16374.37,136770.15
OI0001732,O000861,P003,14,900.11,308.5,12293.04
OI0001733,O000862,P001,105,1585.9,12248.32,154271.18
OI0001734,O000863,P003,5,889.87,330.23,4119.12
OI0001735,O000864,P003,103,881.27,9267.56,81503.25
OI0001736,O000864,P002,75,1970.1,12421.31,135336.19
OI0001737,O000864,P003,102,886.66,8014.01,82425.31
OI0001738,O000865,P009,82,1915.12,5099.37,151940.47
OI0001739,O000866,P012,105,1935.19,12860.3,190334.65
OI0001740,O000866,P007,34,1632.89,5351.11,50167.15
OI0001741,O000867,P008,81,1374.8,4871.8,106487.0
OI0001742,O000867,P010,53,1691.16,4361.47,85270.01
OI0001743,O000867,P011,52,2245.41,8604.46,108156.86
OI0001744,O000868,P016,7,124.53,49.79,821.92
OI0001745,O000869,P014,70,198.84,296.29,13622.51
OI0001746,O000870,P016,59,113.98,69.61,6655.21
OI0001747,O000870,P018,31,253.81,75.31,7792.8
OI0001748,O000871,P016,43,118.34,387.25,4701.37
OI0001749,O000871,P013,15,194.16,44.17,2868.23
OI0001750,O000871,P018,118,264.08,1692.77,29468.67
OI0001751,O000872,P022,114,225.12,716.04,24947.64
OI0001752,O000872,P019,33,137.35,487.49,4045.06
OI0001753,O000873,P024,8,218.73,180.55,1569.29
OI0001754,O000874,P022,75,219.22,114.52,16326.98
OI0001755,O000874,P024,43,203.19,888.31,7848.86
OI0001756,O000875,P021,119,208.63,2322.19,22504.78
OI0001757,O000875,P019,97,131.21,1424.92,11302.45
OI0001758,O000876,P028,87,124.57,604.05,10233.54
OI0001759,O000876,P029,92,134.34,1352.7,11006.58
OI0001760,O000876,P029,11,129.82,140.41,1287.61
OI0001761,O000877,P027,84,100.87,784.98,7688.1
OI0001762,O000877,P028,69,119.21,527.71,7697.78
OI0001763,O000877,P030,82,157.8,588.85,12350.75
OI0001764,O000878,P001,10,1586.25,1888.67,13973.83
OI0001765,O000878,P004,79,1417.48,4355.68,107625.24
OI0001766,O000879,P003,11,892.1,928.33,8884.77
OI0001767,O000879,P004,43,1569.15,6052.28,61421.17
OI0001768,O000879,P001,95,1546.04,5905.82,140967.98
OI0001769,O000880,P002,119,1994.52,16966.47,220381.41
OI0001770,O000880,P006,74,1282.33,6592.1,88300.32
OI0001771,O000881,P007,107,1566.45,18481.54,149128.61
OI0001772,O000881,P011,109,2073.44,7292.48,218712.48
OI0001773,O000882,P011,34,2100.03,5513.15,65887.87
OI0001774,O000882,P010,112,1708.11,12004.3,179304.02
OI0001775,O000882,P009,81,2089.94,17180.41,152104.73
OI0001776,O000883,P015,27,282.38,340.41,7283.85
OI0001777,O000883,P014,71,186.2,764.26,12455.94
OI0001778,O000884,P016,49,128.77,399.37,5910.36
OI0001779,O000884,P014,79,176.46,1561.32,12379.02
OI0001780,O000884,P018,36,266.07,985.82,8592.7
OI0001781,O000885,P019,106,130.06,1052.18,12734.18
OI0001782,O000885,P020,45,235.22,889.89,9695.01
OI0001783,O000886,P019,56,137.24,398.45,7286.99
OI0001784,O000886,P023,16,208.51,283.61,3052.55
OI0001785,O000886,P022,43,219.86,419.86,9034.12
OI0001786,O000887,P021,34,229.99,669.32,7150.34
OI0001787,O000887,P019,81,134.25,707.81,10166.44
OI0001788,O000888,P026,90,155.09,218.54,13739.56
OI0001789,O000889,P006,56,1277.42,8126.56,63408.96
OI0001790,O000890,P003,34,904.5,3336.62,27416.38
OI0001791,O000891,P009,51,1971.95,1274.61,99294.84
OI0001792,O000892,P017,11,269.85,151.42,2816.93
OI0001793,O000893,P018,26,260.06,87.73,6673.83
OI0001794,O000894,P017,57,274.77,451.44,15210.45
OI0001795,O000894,P015,98,258.48,1670.3,23660.74
OI0001796,O000895,P023,18,224.06,317.16,3715.92
OI0001797,O000895,P022,38,209.32,575.34,7378.82
OI0001798,O000895,P019,80,126.47,43.95,10073.65
OI0001799,O000896,P021,66,208.47,486.73,13272.29
OI0001800,O000896,P023,22,224.04,111.18,4817.7
OI0001801,O000896,P020,50,246.5,1351.4,10973.6
OI0001802,O000897,P027,6,94.61,45.02,522.64
OI0001803,O000898,P006,110,1248.11,4629.88,132662.22
OI0001804,O000899,P002,96,1739.16,2622.35,164337.01
OI0001805,O000899,P002,102,1818.16,18728.92,166723.4
OI0001806,O000899,P001,100,1587.57,15414.18,143342.82
OI0001807,O000900,P002,59,1777.06,10428.39,94418.15
OI0001808,O000900,P006,42,1228.83,2515.25,49095.61
OI0001809,O000901,P005,42,1034.16,4239.81,39194.91
OI0001810,O000901,P004,30,1421.92,4459.87,38197.73
OI0001811,O000902,P002,64,1997.92,8552.06,119314.82
OI0001812,O000903,P003,31,848.53,395.69,25908.74
OI0001813,O000903,P005,111,1018.04,3831.28,109171.16
OI0001814,O000904,P004,68,1598.57,8559.53,100143.23
OI0001815,O000904,P006,16,1141.81,1884.15,16384.81
OI0001816,O000904,P002,89,1847.77,3495.3,160956.23
OI0001817,O000905,P001,114,1583.42,7045.99,173463.89
OI0001818,O000906,P008,92,1429.77,4682.65,126856.19
OI0001819,O000906,P012,15,2186.56,343.28,32455.12
OI0001820,O000906,P011,84,2156.42,10560.34,170578.94
OI0001821,O000907,P010,94,1674.27,3087.85,154293.53
OI0001822,O000907,P011,98,2342.33,3573.49,225974.85
OI0001823,O000908,P011,116,2304.59,577.07,266755.37
OI0001824,O000908,P012,119,2047.52,22303.62,221351.26
OI0001825,O000908,P012,21,2014.02,1340.76,40953.66
OI0001826,O000909,P009,40,2198.79,867.54,87084.06
OI0001827,O000909,P007,119,1641.64,3809.16,191546.0
OI0001828,O000909,P010,76,1662.98,2399.07,123987.41
OI0001829,O000910,P013,36,207.24,236.98,7223.66
OI0001830,O000910,P018,92,285.19,2086.59,24150.89
OI0001831,O000910,P013,93,215.33,702.67,19323.02
OI0001832,O000911,P013,52,212.59,477.79,10576.89
OI0001833,O000911,P014,61,191.67,231.67,11460.2
OI0001834,O000912,P016,22,131.9,39.88,2861.92
OI0001835,O000913,P015,100,257.37,2106.24,23630.76
OI0001836,O000913,P015,78,276.05,675.1,20856.8
OI0001837,O000914,P016,51,125.24,402.83,5984.41
OI0001838,O000914,P017,65,302.76,1563.41,18115.99
OI0001839,O000915,P014,20,195.26,317.83,3587.37
OI0001840,O000916,P018,30,278.64,698.78,7660.42
OI0001841,O000917,P023,76,203.86,1585.36,13908.0
OI0001842,O000917,P021,79,230.02,1004.72,17166.86
OI0001843,O000918,P020,106,245.41,537.82,25475.64
OI0001844,O000919,P020,75,221.5,1588.86,15023.64
OI0001845,O000919,P023,114,213.11,2610.11,21684.43
OI0001846,O000920,P020,33,223.88,282.45,7105.59
OI0001847,O000920,P019,15,129.7,106.94,1838.56
OI0001848,O000920,P022,77,213.23,439.7,15979.01
OI0001849,O000921,P021,25,227.09,345.94,5331.31
OI0001850,O000921,P024,38,195.11,465.78,6948.4
OI0001851,O000921,P020,106,251.59,2574.58,24093.96
OI0001852,O000922,P023,100,231.88,1891.87,21296.13
OI0001853,O000923,P029,65,117.49,553.62,7083.23
OI0001854,O000923,P030,5,162.0,14.45,795.55
OI0001855,O000923,P028,112,119.28,1351.16,12008.2
OI0001856,O000924,P030,63,147.52,865.08,8428.68
OI0001857,O000924,P026,21,167.35,334.29,3180.06
OI0001858,O000925,P027,38,92.91,296.01,3234.57
OI0001859,O000925,P029,105,125.77,1332.86,11872.99
OI0001860,O000926,P002,110,1844.61,16325.98,186581.12
OI0001861,O000927,P001,50,1612.04,2654.69,77947.31
OI0001862,O000928,P006,62,1290.62,9135.3,70883.14
OI0001863,O000928,P001,59,1561.07,10817.73,81285.4
OI0001864,O000929,P001,85,1462.57,8563.14,115755.31
OI0001865,O000929,P006,8,1196.27,249.15,9321.01
OI0001866,O000930,P001,109,1623.24,18032.6,158900.56
OI0001867,O000931,P004,55,1583.46,4064.18,83026.12
OI0001868,O000931,P002,50,1738.84,10056.91,76885.09
OI0001869,O000931,P004,95,1473.05,5454.0,134485.75
OI0001870,O000932,P003,118,853.15,560.69,100111.01
OI0001871,O000933,P005,84,965.62,7464.81,73647.27
OI0001872,O000934,P012,14,1905.01,2916.24,23753.9
OI0001873,O000935,P012,10,1977.22,144.19,19628.01
OI0001874,O000935,P012,86,2139.0,13824.9,170129.1
OI0001875,O000936,P011,51,2015.58,1306.87,101487.71
OI0001876,O000936,P007,92,1507.89,15566.81,123159.07
OI0001877,O000937,P012,31,2032.49,2228.6,60778.59
OI0001878,O000937,P009,16,1993.21,3727.65,28163.71
OI0001879,O000938,P014,73,182.4,50.84,13264.36
OI0001880,O000938,P018,70,256.65,82.95,17882.55
OI0001881,O000939,P018,34,272.31,675.32,8583.22
OI0001882,O000939,P013,103,186.9,1360.58,17890.12
OI0001883,O000940,P016,12,127.89,175.77,1358.91
OI0001884,O000940,P014,97,176.96,1769.86,15395.26
OI0001885,O000941,P013,102,215.22,221.52,21730.92
OI0001886,O000942,P015,107,273.95,1273.31,28039.34
OI0001887,O000942,P018,31,266.7,5.45,8262.25
OI0001888,O000942,P018,42,251.22,527.67,10023.57
OI0001889,O000943,P015,44,272.17,692.02,11283.46
OI0001890,O000944,P020,51,246.16,1174.14,11380.02
OI0001891,O000945,P019,35,127.14,427.28,4022.62
OI0001892,O000945,P024,113,226.22,761.56,24801.3
OI0001893,O000945,P022,120,211.91,1486.94,23942.26
OI0001894,O000946,P023,86,203.09,972.14,16493.6
OI0001895,O000947,P019,26,129.19,152.04,3206.9
OI0001896,O000948,P021,49,223.77,351.92,10612.81
OI0001897,O000948,P020,31,223.1,672.4,6243.7
OI0001898,O000949,P021,101,217.69,1669.84,20316.85
OI0001899,O000949,P024,81,201.73,498.76,15841.37
OI0001900,O000950,P029,89,120.46,509.5,10211.44
OI0001901,O000950,P028,87,119.48,1140.78,9253.98
OI0001902,O000951,P027,43,89.47,119.03,3728.18
OI0001903,O000951,P026,25,176.73,38.2,4380.05
OI0001904,O000952,P001,47,1694.2,2852.9,76774.5
OI0001905,O000952,P004,70,1534.76,7228.86,100204.34
OI0001906,O000953,P005,99,1000.01,5789.08,93211.91
OI0001907,O000953,P005,80,904.65,5619.63,66752.37
OI0001908,O000953,P002,55,1795.58,8673.77,90083.13
OI0001909,O000954,P006,28,1273.57,3978.53,31681.43
OI0001910,O000955,P005,33,977.91,1948.83,30322.2
OI0001911,O000955,P002,72,1757.16,13585.69,112929.83
OI0001912,O000955,P001,116,1507.14,11303.43,163524.81
OI0001913,O000956,P008,15,1391.13,1791.42,19075.53
OI0001914,O000957,P010,32,1640.82,429.53,52076.71
OI0001915,O000957,P010,84,1597.43,9877.82,124306.3
OI0001916,O000958,P014,79,176.74,1041.98,12920.48
OI0001917,O000959,P015,12,271.32,327.35,2928.49
