touchpoint_id,customer_id,campaign_id,touchpoint_time,touchpoint_type,sales_rep_id,cost_amount
T000788,C0101,CAMP005,2025-01-18,HOSPITAL_VISIT,SR019,285.72
T000789,C0113,CAMP004,2025-01-11,ONLINE,SR019,2396.23
T000790,C0113,CAMP003,2024-12-28,HOSPITAL_VISIT,SR019,670.93
T000791,C0104,CAMP015,2024-12-30,EMAIL,SR020,977.41
T000792,C0101,CAMP015,2024-12-07,CONFERENCE,SR020,2418.95
T000793,C0101,CAMP010,2024-12-26,EMAIL,SR020,849.95
T000794,C0110,CAMP008,2024-11-27,HOSPITAL_VISIT,SR019,2920.28
T000795,C0009,CAMP003,2025-02-15,HOSPITAL_VISIT,SR002,1523.76
T000796,C0009,CAMP002,2025-01-19,HOSPITAL_VISIT,SR002,2800.42
T000797,C0025,CAMP014,2025-01-27,HOSPITAL_VISIT,SR005,1118.46
T000798,C0016,CAMP005,2025-01-24,HOSPITAL_VISIT,SR001,941.24
T000799,C0029,CAMP005,2025-01-14,CONFERENCE,SR001,468.22
T000800,C0029,CAMP005,2025-02-09,EMAIL,SR001,1453.61
T000801,C0016,CAMP004,2024-12-25,EMAIL,SR004,1822.41
T000802,C0006,CAMP013,2025-01-09,EMAIL,SR004,2121.49
T000803,C0006,CAMP015,2025-01-27,CONFERENCE,SR004,1122.56
T000804,C0012,CAMP002,2025-01-26,HOSPITAL_VISIT,SR003,2432.73
T000805,C0012,CAMP004,2025-01-22,CONFERENCE,SR003,2208.89
T000806,C0005,CAMP012,2025-02-07,CONFERENCE,SR005,2896.95
T000807,C0003,CAMP015,2025-01-26,ONLINE,SR002,942.03
T000808,C0003,CAMP006,2025-02-21,EMAIL,SR002,263.12
T000809,C0017,CAMP007,2025-01-24,EMAIL,SR006,2704.24
T000810,C0017,CAMP005,2025-02-04,CONFERENCE,SR006,936.5
T000811,C0023,CAMP005,2025-02-19,EMAIL,SR003,922.46
T000812,C0023,CAMP009,2025-02-03,EMAIL,SR003,781.54
T000813,C0019,CAMP009,2025-01-28,CONFERENCE,SR003,340.9
T000814,C0019,CAMP011,2025-02-23,EMAIL,SR003,867.77
T000815,C0019,CAMP006,2025-02-17,CONFERENCE,SR003,682.92
T000816,C0019,CAMP013,2025-01-20,ONLINE,SR003,1462.74
T000817,C0004,CAMP009,2025-01-22,HOSPITAL_VISIT,SR005,2287.14
T000818,C0004,CAMP006,2025-02-15,EMAIL,SR005,2293.27
T000819,C0020,CAMP002,2025-02-04,CONFERENCE,SR003,1110.53
T000820,C0007,CAMP012,2025-01-21,EMAIL,SR001,992.53
T000821,C0004,CAMP005,2025-01-16,EMAIL,SR001,1446.39
T000822,C0051,CAMP001,2025-01-18,ONLINE,SR012,2678.07
T000823,C0051,CAMP010,2025-01-27,ONLINE,SR012,2437.47
T000824,C0041,CAMP010,2025-02-12,CONFERENCE,SR012,2554.49
T000825,C0041,CAMP001,2025-02-04,HOSPITAL_VISIT,SR012,1766.58
T000826,C0043,CAMP002,2024-12-31,EMAIL,SR010,1059.4
T000827,C0043,CAMP014,2025-01-14,CONFERENCE,SR010,2879.7
T000828,C0059,CAMP001,2025-02-04,ONLINE,SR011,2781.04
T000829,C0048,CAMP004,2025-02-03,HOSPITAL_VISIT,SR011,437.18
T000830,C0048,CAMP011,2025-01-05,EMAIL,SR011,1600.93
T000831,C0035,CAMP005,2025-01-21,HOSPITAL_VISIT,SR009,2875.76
T000832,C0035,CAMP009,2025-01-21,EMAIL,SR009,1240.77
T000833,C0049,CAMP011,2025-01-03,CONFERENCE,SR009,1369.68
T000834,C0038,CAMP001,2025-02-03,ONLINE,SR012,1930.17
T000835,C0036,CAMP012,2025-01-29,HOSPITAL_VISIT,SR010,992.29
T000836,C0036,CAMP010,2025-02-08,CONFERENCE,SR010,2788.26
T000837,C0047,CAMP001,2025-02-11,EMAIL,SR012,2531.46
T000838,C0047,CAMP003,2025-01-15,HOSPITAL_VISIT,SR012,257.07
T000839,C0059,CAMP011,2025-01-28,EMAIL,SR009,2961.35
T000840,C0039,CAMP008,2025-01-24,ONLINE,SR007,1238.91
T000841,C0055,CAMP015,2025-01-30,ONLINE,SR008,1798.53
T000842,C0055,CAMP007,2025-01-20,CONFERENCE,SR008,2862.22
T000843,C0082,CAMP013,2025-01-14,CONFERENCE,SR018,2443.85
T000844,C0062,CAMP013,2025-01-20,ONLINE,SR014,817.11
T000845,C0062,CAMP001,2025-02-04,CONFERENCE,SR014,1891.27
T000846,C0074,CAMP006,2025-01-16,HOSPITAL_VISIT,SR015,947.1
T000847,C0074,CAMP004,2025-02-02,EMAIL,SR015,1623.05
T000848,C0067,CAMP006,2025-01-15,EMAIL,SR017,374.16
T000849,C0067,CAMP014,2025-01-26,ONLINE,SR017,1924.65
T000850,C0090,CAMP010,2025-02-07,CONFERENCE,SR018,1775.91
T000851,C0090,CAMP005,2025-01-09,CONFERENCE,SR018,1150.79
T000852,C0090,CAMP012,2025-01-14,CONFERENCE,SR017,678.03
T000853,C0120,CAMP007,2025-02-06,EMAIL,SR022,2935.9
T000854,C0120,CAMP014,2025-02-03,CONFERENCE,SR022,337.4
T000855,C0116,CAMP011,2025-02-06,ONLINE,SR021,780.67
T000856,C0107,CAMP004,2025-01-20,CONFERENCE,SR023,2120.94
T000857,C0011,CAMP011,2025-02-10,EMAIL,SR005,2279.39
T000858,C0011,CAMP001,2025-02-13,ONLINE,SR005,2350.99
T000859,C0002,CAMP013,2025-02-20,CONFERENCE,SR003,2834.12
T000860,C0002,CAMP004,2025-03-05,HOSPITAL_VISIT,SR003,725.94
T000861,C0019,CAMP006,2025-03-04,EMAIL,SR006,1514.9
T000862,C0022,CAMP002,2025-03-05,HOSPITAL_VISIT,SR004,509.26
T000863,C0022,CAMP009,2025-03-10,CONFERENCE,SR004,2652.93
T000864,C0010,CAMP009,2025-03-10,HOSPITAL_VISIT,SR001,2683.2
T000865,C0018,CAMP002,2025-02-01,HOSPITAL_VISIT,SR001,1470.07
T000866,C0018,CAMP014,2025-02-15,CONFERENCE,SR001,503.19
T000867,C0029,CAMP009,2025-03-24,HOSPITAL_VISIT,SR003,1859.31
T000868,C0029,CAMP012,2025-02-16,EMAIL,SR003,781.32
T000869,C0020,CAMP006,2025-02-28,CONFERENCE,SR006,1378.03
T000870,C0020,CAMP013,2025-03-06,ONLINE,SR006,2143.69
T000871,C0027,CAMP014,2025-03-14,HOSPITAL_VISIT,SR001,1981.8
T000872,C0016,CAMP011,2025-03-16,CONFERENCE,SR005,246.98
T000873,C0009,CAMP010,2025-02-23,EMAIL,SR002,1706.95
T000874,C0009,CAMP002,2025-03-18,EMAIL,SR002,2220.01
T000875,C0029,CAMP010,2025-03-14,ONLINE,SR003,1582.46
T000876,C0003,CAMP011,2025-02-25,ONLINE,SR005,686.96
T000877,C0016,CAMP005,2025-02-10,ONLINE,SR006,610.4
T000878,C0026,CAMP005,2025-02-22,CONFERENCE,SR005,1237.28
T000879,C0026,CAMP008,2025-02-15,EMAIL,SR005,2493.84
T000880,C0057,CAMP015,2025-02-22,CONFERENCE,SR010,2124.27
T000881,C0036,CAMP012,2025-02-05,ONLINE,SR011,2812.38
T000882,C0040,CAMP002,2025-02-13,ONLINE,SR008,663.02
T000883,C0047,CAMP013,2025-02-12,HOSPITAL_VISIT,SR008,1333.27
T000884,C0043,CAMP008,2025-02-17,HOSPITAL_VISIT,SR010,1088.22
T000885,C0043,CAMP011,2025-02-06,EMAIL,SR010,619.44
T000886,C0060,CAMP013,2025-03-12,CONFERENCE,SR008,2706.39
T000887,C0060,CAMP012,2025-03-05,ONLINE,SR008,1923.74
T000888,C0053,CAMP010,2025-02-27,CONFERENCE,SR009,2365.24
T000889,C0053,CAMP015,2025-02-24,ONLINE,SR009,1677.21
T000890,C0043,CAMP012,2025-02-19,EMAIL,SR012,1803.79
T000891,C0047,CAMP007,2025-03-01,HOSPITAL_VISIT,SR009,2036.77
T000892,C0049,CAMP010,2025-02-13,ONLINE,SR007,1830.87
T000893,C0049,CAMP015,2025-03-01,EMAIL,SR007,2961.22
T000894,C0044,CAMP010,2025-02-13,ONLINE,SR010,301.0
T000895,C0044,CAMP013,2025-03-12,HOSPITAL_VISIT,SR010,1026.47
T000896,C0044,CAMP007,2025-02-25,ONLINE,SR008,2052.34
T000897,C0050,CAMP011,2025-02-11,HOSPITAL_VISIT,SR012,1951.53
T000898,C0035,CAMP010,2025-03-25,HOSPITAL_VISIT,SR010,2667.22
T000899,C0059,CAMP010,2025-02-28,EMAIL,SR011,2652.68
T000900,C0035,CAMP013,2025-02-17,HOSPITAL_VISIT,SR007,704.18
T000901,C0035,CAMP001,2025-02-10,ONLINE,SR007,296.2
T000902,C0031,CAMP008,2025-02-12,HOSPITAL_VISIT,SR009,1510.28
T000903,C0060,CAMP001,2025-03-01,EMAIL,SR008,2695.46
T000904,C0082,CAMP011,2025-03-19,ONLINE,SR014,2040.48
T000905,C0076,CAMP004,2025-03-06,HOSPITAL_VISIT,SR018,244.62
T000906,C0069,CAMP004,2025-02-25,HOSPITAL_VISIT,SR014,2497.27
T000907,C0069,CAMP012,2025-03-11,EMAIL,SR014,1049.38
T000908,C0062,CAMP004,2025-03-01,ONLINE,SR017,1714.79
T000909,C0062,CAMP009,2025-02-16,CONFERENCE,SR017,477.9
T000910,C0062,CAMP002,2025-02-18,CONFERENCE,SR014,1069.58
T000911,C0086,CAMP012,2025-02-19,HOSPITAL_VISIT,SR013,2234.18
T000912,C0086,CAMP002,2025-03-02,HOSPITAL_VISIT,SR013,1493.42
T000913,C0065,CAMP010,2025-02-28,HOSPITAL_VISIT,SR013,2789.2
T000914,C0066,CAMP004,2025-02-16,ONLINE,SR018,1403.96
T000915,C0064,CAMP005,2025-02-22,HOSPITAL_VISIT,SR017,2179.48
T000916,C0064,CAMP009,2025-03-08,ONLINE,SR013,2051.94
T000917,C0064,CAMP014,2025-03-22,EMAIL,SR013,1898.73
T000918,C0071,CAMP009,2025-03-02,EMAIL,SR018,847.76
T000919,C0071,CAMP011,2025-03-15,EMAIL,SR018,331.36
T000920,C0107,CAMP012,2025-02-23,ONLINE,SR021,835.83
T000921,C0120,CAMP001,2025-03-11,CONFERENCE,SR024,2067.07
T000922,C0120,CAMP015,2025-02-13,CONFERENCE,SR024,1546.88
T000923,C0113,CAMP005,2025-02-25,HOSPITAL_VISIT,SR022,1560.54
T000924,C0113,CAMP004,2025-02-22,CONFERENCE,SR022,1930.98
T000925,C0102,CAMP014,2025-02-18,EMAIL,SR024,2420.0
T000926,C0120,CAMP005,2025-02-21,CONFERENCE,SR020,2427.28
T000927,C0120,CAMP014,2025-02-22,EMAIL,SR020,621.12
T000928,C0111,CAMP004,2025-02-02,HOSPITAL_VISIT,SR019,2812.36
T000929,C0111,CAMP001,2025-02-19,HOSPITAL_VISIT,SR019,2406.48
T000930,C0103,CAMP003,2025-02-21,CONFERENCE,SR021,2939.66
T000931,C0109,CAMP005,2025-02-27,HOSPITAL_VISIT,SR021,1357.61
T000932,C0003,CAMP001,2025-03-31,EMAIL,SR001,1847.27
T000933,C0003,CAMP009,2025-03-10,EMAIL,SR001,888.42
T000934,C0029,CAMP013,2025-03-22,CONFERENCE,SR001,1048.53
T000935,C0029,CAMP001,2025-03-24,CONFERENCE,SR001,247.23
T000936,C0018,CAMP002,2025-03-29,CONFERENCE,SR002,1214.04
T000937,C0018,CAMP010,2025-04-01,EMAIL,SR002,710.06
T000938,C0010,CAMP008,2025-02-28,ONLINE,SR001,291.49
T000939,C0025,CAMP010,2025-04-06,HOSPITAL_VISIT,SR001,817.48
T000940,C0003,CAMP010,2025-04-06,ONLINE,SR006,2645.34
T000941,C0009,CAMP012,2025-03-23,ONLINE,SR003,497.63
T000942,C0009,CAMP013,2025-04-17,ONLINE,SR003,1379.44
T000943,C0002,CAMP011,2025-03-09,ONLINE,SR002,637.09
T000944,C0002,CAMP013,2025-03-05,HOSPITAL_VISIT,SR002,2168.56
T000945,C0019,CAMP006,2025-03-25,CONFERENCE,SR005,2346.7
T000946,C0019,CAMP001,2025-03-16,ONLINE,SR005,2150.48
T000947,C0007,CAMP002,2025-03-18,ONLINE,SR002,2304.42
T000948,C0007,CAMP001,2025-03-25,ONLINE,SR002,1324.72
T000949,C0017,CAMP004,2025-03-25,ONLINE,SR001,2172.13
T000950,C0010,CAMP003,2025-04-15,EMAIL,SR002,2040.09
T000951,C0010,CAMP001,2025-03-23,HOSPITAL_VISIT,SR002,2178.28
T000952,C0029,CAMP009,2025-03-24,ONLINE,SR005,541.98
T000953,C0018,CAMP013,2025-03-05,EMAIL,SR003,1960.96
T000954,C0018,CAMP010,2025-04-07,HOSPITAL_VISIT,SR003,781.7
T000955,C0030,CAMP009,2025-03-14,HOSPITAL_VISIT,SR001,1711.64
T000956,C0005,CAMP006,2025-03-02,HOSPITAL_VISIT,SR003,2997.83
T000957,C0013,CAMP009,2025-04-15,ONLINE,SR001,2357.29
T000958,C0013,CAMP013,2025-04-12,EMAIL,SR001,2690.27
T000959,C0006,CAMP002,2025-03-01,ONLINE,SR001,2717.39
T000960,C0009,CAMP009,2025-03-21,HOSPITAL_VISIT,SR001,791.32
T000961,C0009,CAMP001,2025-04-09,CONFERENCE,SR001,219.76
T000962,C0004,CAMP005,2025-03-17,ONLINE,SR006,1874.08
T000963,C0004,CAMP004,2025-03-28,CONFERENCE,SR006,298.07
T000964,C0004,CAMP001,2025-03-29,CONFERENCE,SR001,2993.85
T000965,C0026,CAMP004,2025-04-01,ONLINE,SR005,1023.48
T000966,C0026,CAMP002,2025-04-10,CONFERENCE,SR005,1398.51
T000967,C0004,CAMP015,2025-03-07,CONFERENCE,SR006,1773.59
T000968,C0004,CAMP009,2025-03-11,CONFERENCE,SR006,2577.68
T000969,C0043,CAMP007,2025-03-25,HOSPITAL_VISIT,SR007,820.71
T000970,C0031,CAMP002,2025-04-19,ONLINE,SR010,2518.36
T000971,C0060,CAMP006,2025-03-17,CONFERENCE,SR009,1558.06
T000972,C0060,CAMP012,2025-03-23,HOSPITAL_VISIT,SR009,1540.52
T000973,C0055,CAMP009,2025-04-04,ONLINE,SR012,671.02
T000974,C0033,CAMP012,2025-03-10,ONLINE,SR010,2794.43
T000975,C0056,CAMP012,2025-03-22,ONLINE,SR011,2011.6
T000976,C0059,CAMP008,2025-02-27,EMAIL,SR011,541.69
T000977,C0059,CAMP005,2025-03-20,EMAIL,SR011,2348.35
T000978,C0035,CAMP007,2025-03-02,HOSPITAL_VISIT,SR009,2616.6
T000979,C0035,CAMP006,2025-03-21,EMAIL,SR009,1341.37
T000980,C0043,CAMP014,2025-03-18,HOSPITAL_VISIT,SR007,2039.62
T000981,C0058,CAMP003,2025-04-02,EMAIL,SR008,2629.52
T000982,C0058,CAMP015,2025-03-06,ONLINE,SR008,1743.14
T000983,C0054,CAMP007,2025-03-11,HOSPITAL_VISIT,SR009,1392.69
T000984,C0054,CAMP006,2025-03-11,ONLINE,SR009,2081.5
T000985,C0042,CAMP002,2025-04-13,ONLINE,SR008,1006.35
T000986,C0042,CAMP003,2025-04-13,CONFERENCE,SR008,1693.15
T000987,C0055,CAMP009,2025-03-26,EMAIL,SR012,2495.68
T000988,C0055,CAMP009,2025-03-07,HOSPITAL_VISIT,SR012,2865.55
T000989,C0058,CAMP010,2025-04-08,HOSPITAL_VISIT,SR012,2438.21
T000990,C0060,CAMP012,2025-03-31,ONLINE,SR010,1848.56
T000991,C0060,CAMP010,2025-03-25,HOSPITAL_VISIT,SR010,1560.15
T000992,C0060,CAMP001,2025-04-05,HOSPITAL_VISIT,SR009,494.16
T000993,C0031,CAMP002,2025-03-28,EMAIL,SR012,1780.26
T000994,C0031,CAMP015,2025-03-16,HOSPITAL_VISIT,SR012,288.9
T000995,C0060,CAMP005,2025-04-07,CONFERENCE,SR007,656.77
T000996,C0039,CAMP009,2025-03-31,CONFERENCE,SR011,1624.4
T000997,C0069,CAMP005,2025-02-23,EMAIL,SR016,359.59
T000998,C0069,CAMP014,2025-03-31,CONFERENCE,SR016,383.57
T000999,C0072,CAMP007,2025-03-07,CONFERENCE,SR016,2088.06
T001000,C0062,CAMP012,2025-04-19,HOSPITAL_VISIT,SR018,1159.39
T001001,C0062,CAMP011,2025-04-05,ONLINE,SR018,1525.43
T001002,C0063,CAMP001,2025-03-27,HOSPITAL_VISIT,SR018,1110.01
T001003,C0090,CAMP012,2025-03-30,HOSPITAL_VISIT,SR018,2061.64
T001004,C0070,CAMP006,2025-03-22,CONFERENCE,SR014,1067.3
T001005,C0082,CAMP004,2025-03-16,EMAIL,SR013,2032.09
T001006,C0082,CAMP015,2025-03-30,EMAIL,SR013,2305.87
T001007,C0071,CAMP007,2025-03-06,ONLINE,SR014,1630.61
T001008,C0071,CAMP014,2025-03-11,CONFERENCE,SR014,1591.24
T001009,C0086,CAMP008,2025-03-13,EMAIL,SR015,2063.26
T001010,C0086,CAMP007,2025-03-23,HOSPITAL_VISIT,SR015,2217.02
T001011,C0102,CAMP009,2025-02-25,CONFERENCE,SR023,968.88
T001012,C0102,CAMP011,2025-03-11,CONFERENCE,SR023,2729.53
T001013,C0114,CAMP006,2025-04-09,CONFERENCE,SR020,992.96
T001014,C0114,CAMP004,2025-03-26,CONFERENCE,SR024,2568.78
T001015,C0114,CAMP001,2025-03-13,CONFERENCE,SR024,894.26
T001016,C0108,CAMP012,2025-04-15,HOSPITAL_VISIT,SR019,1759.38
T001017,C0113,CAMP009,2025-03-02,EMAIL,SR024,1782.67
T001018,C0113,CAMP013,2025-03-22,CONFERENCE,SR024,1228.79
T001019,C0106,CAMP003,2025-04-06,EMAIL,SR019,361.87
T001020,C0106,CAMP001,2025-03-18,EMAIL,SR019,399.27
T001021,C0106,CAMP010,2025-03-19,HOSPITAL_VISIT,SR023,637.16
T001022,C0106,CAMP005,2025-03-11,HOSPITAL_VISIT,SR023,2080.92
T001023,C0116,CAMP014,2025-03-25,EMAIL,SR021,1154.83
T001024,C0091,CAMP004,2025-03-18,HOSPITAL_VISIT,SR019,1869.24
T001025,C0091,CAMP002,2025-04-01,HOSPITAL_VISIT,SR019,2351.11
T001026,C0099,CAMP008,2025-03-23,ONLINE,SR021,1241.65
T001027,C0099,CAMP001,2025-03-28,EMAIL,SR021,459.95
T001028,C0109,CAMP006,2025-03-04,HOSPITAL_VISIT,SR024,628.17
T001029,C0109,CAMP010,2025-03-26,CONFERENCE,SR024,1877.76
T001030,C0010,CAMP012,2025-05-19,EMAIL,SR002,1984.04
T001031,C0010,CAMP012,2025-04-20,EMAIL,SR002,1625.63
T001032,C0011,CAMP015,2025-04-20,ONLINE,SR002,586.38
T001033,C0011,CAMP010,2025-04-17,ONLINE,SR002,2680.21
T001034,C0025,CAMP003,2025-04-19,EMAIL,SR005,2367.81
T001035,C0025,CAMP001,2025-04-12,HOSPITAL_VISIT,SR005,946.36
T001036,C0009,CAMP009,2025-05-18,EMAIL,SR001,2217.44
T001037,C0009,CAMP002,2025-04-25,EMAIL,SR001,2149.56
T001038,C0019,CAMP015,2025-05-02,HOSPITAL_VISIT,SR001,2331.06
T001039,C0019,CAMP012,2025-05-05,CONFERENCE,SR001,1227.68
T001040,C0020,CAMP013,2025-05-22,CONFERENCE,SR003,288.09
T001041,C0028,CAMP007,2025-04-02,EMAIL,SR004,2169.94
T001042,C0028,CAMP008,2025-04-21,HOSPITAL_VISIT,SR004,1191.79
T001043,C0009,CAMP003,2025-04-10,CONFERENCE,SR004,2828.49
T001044,C0015,CAMP009,2025-04-12,ONLINE,SR002,1537.44
T001045,C0015,CAMP013,2025-05-03,EMAIL,SR002,2228.83
T001046,C0019,CAMP001,2025-04-19,EMAIL,SR005,433.73
T001047,C0016,CAMP010,2025-04-14,ONLINE,SR004,1296.67
T001048,C0016,CAMP010,2025-05-05,EMAIL,SR004,2679.65
T001049,C0003,CAMP009,2025-05-11,CONFERENCE,SR002,1728.73
T001050,C0003,CAMP006,2025-04-17,HOSPITAL_VISIT,SR002,1186.65
T001051,C0030,CAMP011,2025-05-02,ONLINE,SR002,2731.14
T001052,C0030,CAMP014,2025-04-25,HOSPITAL_VISIT,SR002,1254.27
T001053,C0007,CAMP002,2025-05-01,ONLINE,SR003,1655.7
T001054,C0006,CAMP011,2025-03-28,ONLINE,SR004,2297.53
T001055,C0006,CAMP006,2025-04-23,CONFERENCE,SR004,2626.88
T001056,C0007,CAMP003,2025-04-12,HOSPITAL_VISIT,SR006,1641.27
T001057,C0020,CAMP013,2025-04-22,HOSPITAL_VISIT,SR002,2985.79
T001058,C0020,CAMP005,2025-05-03,EMAIL,SR002,537.0
T001059,C0030,CAMP008,2025-04-21,ONLINE,SR002,2064.9
T001060,C0030,CAMP002,2025-05-04,CONFERENCE,SR002,235.27
T001061,C0007,CAMP011,2025-05-01,HOSPITAL_VISIT,SR004,1087.56
T001062,C0026,CAMP001,2025-04-23,EMAIL,SR002,1109.23
T001063,C0026,CAMP005,2025-04-23,CONFERENCE,SR006,1430.47
T001064,C0012,CAMP005,2025-03-30,ONLINE,SR003,1346.23
T001065,C0015,CAMP004,2025-05-04,CONFERENCE,SR006,1307.83
T001066,C0055,CAMP009,2025-04-12,ONLINE,SR009,363.75
T001067,C0041,CAMP005,2025-04-20,ONLINE,SR008,2649.92
T001068,C0040,CAMP001,2025-04-19,CONFERENCE,SR008,436.7
T001069,C0031,CAMP012,2025-05-06,CONFERENCE,SR010,1825.82
T001070,C0033,CAMP009,2025-03-24,EMAIL,SR011,2580.13
T001071,C0048,CAMP003,2025-04-21,EMAIL,SR011,555.03
T001072,C0056,CAMP007,2025-04-22,CONFERENCE,SR009,409.11
T001073,C0056,CAMP011,2025-04-24,EMAIL,SR009,807.6
T001074,C0045,CAMP005,2025-04-07,HOSPITAL_VISIT,SR012,2219.64
T001075,C0045,CAMP009,2025-04-01,CONFERENCE,SR012,854.25
T001076,C0037,CAMP006,2025-05-12,EMAIL,SR007,1533.91
T001077,C0058,CAMP001,2025-04-26,CONFERENCE,SR007,849.85
T001078,C0058,CAMP005,2025-04-04,HOSPITAL_VISIT,SR007,2573.49
T001079,C0031,CAMP005,2025-05-21,ONLINE,SR009,2925.52
T001080,C0031,CAMP004,2025-05-03,ONLINE,SR009,1776.91
T001081,C0050,CAMP013,2025-04-09,EMAIL,SR007,2278.33
T001082,C0047,CAMP006,2025-05-17,CONFERENCE,SR011,2424.07
T001083,C0047,CAMP013,2025-05-11,EMAIL,SR011,576.26
T001084,C0054,CAMP006,2025-03-30,EMAIL,SR007,679.56
T001085,C0054,CAMP001,2025-04-30,EMAIL,SR007,2116.86
T001086,C0035,CAMP011,2025-04-18,HOSPITAL_VISIT,SR007,505.23
T001087,C0035,CAMP011,2025-04-11,HOSPITAL_VISIT,SR007,1214.38
T001088,C0072,CAMP011,2025-04-16,ONLINE,SR017,1533.53
T001089,C0087,CAMP002,2025-04-30,CONFERENCE,SR017,1488.89
T001090,C0087,CAMP006,2025-05-04,EMAIL,SR017,505.24
T001091,C0077,CAMP010,2025-04-18,EMAIL,SR014,2971.83
T001092,C0077,CAMP010,2025-04-04,EMAIL,SR014,1986.48
T001093,C0076,CAMP010,2025-04-13,ONLINE,SR013,2359.85
T001094,C0062,CAMP011,2025-04-15,ONLINE,SR015,568.71
T001095,C0077,CAMP015,2025-04-19,HOSPITAL_VISIT,SR015,731.58
T001096,C0083,CAMP003,2025-04-20,EMAIL,SR014,2755.98
T001097,C0088,CAMP011,2025-04-18,EMAIL,SR018,2980.3
T001098,C0082,CAMP015,2025-04-21,EMAIL,SR015,2225.96
T001099,C0082,CAMP012,2025-04-20,ONLINE,SR015,2114.15
T001100,C0064,CAMP010,2025-04-27,ONLINE,SR017,1675.46
T001101,C0064,CAMP015,2025-05-11,EMAIL,SR017,939.77
T001102,C0094,CAMP007,2025-04-15,ONLINE,SR023,950.79
T001103,C0120,CAMP001,2025-04-22,ONLINE,SR020,2273.09
T001104,C0110,CAMP001,2025-04-19,EMAIL,SR021,1572.22
T001105,C0110,CAMP008,2025-04-29,CONFERENCE,SR021,935.41
T001106,C0109,CAMP006,2025-04-17,CONFERENCE,SR019,2103.2
T001107,C0109,CAMP001,2025-04-08,CONFERENCE,SR019,1021.71
T001108,C0099,CAMP004,2025-04-19,ONLINE,SR019,2293.57
T001109,C0099,CAMP013,2025-05-09,ONLINE,SR019,1269.45
T001110,C0116,CAMP006,2025-04-11,ONLINE,SR024,2539.37
T001111,C0116,CAMP006,2025-04-23,CONFERENCE,SR024,724.42
T001112,C0093,CAMP002,2025-04-20,HOSPITAL_VISIT,SR019,2029.83
T001113,C0109,CAMP003,2025-04-14,HOSPITAL_VISIT,SR024,332.0
T001114,C0019,CAMP015,2025-06-16,CONFERENCE,SR004,1407.78
T001115,C0016,CAMP015,2025-06-23,HOSPITAL_VISIT,SR004,1502.69
T001116,C0016,CAMP009,2025-06-02,EMAIL,SR004,1588.88
T001117,C0010,CAMP007,2025-06-05,ONLINE,SR002,295.26
T001118,C0010,CAMP005,2025-06-08,CONFERENCE,SR002,543.26
T001119,C0010,CAMP005,2025-06-02,EMAIL,SR005,422.75
T001120,C0011,CAMP014,2025-05-20,CONFERENCE,SR005,867.67
T001121,C0014,CAMP011,2025-05-27,ONLINE,SR004,358.65
T001122,C0014,CAMP005,2025-06-03,ONLINE,SR004,2244.14
T001123,C0027,CAMP008,2025-05-23,HOSPITAL_VISIT,SR003,946.71
T001124,C0009,CAMP006,2025-05-29,HOSPITAL_VISIT,SR004,1961.77
T001125,C0009,CAMP006,2025-05-29,EMAIL,SR004,894.12
T001126,C0004,CAMP007,2025-06-03,EMAIL,SR005,1866.71
T001127,C0004,CAMP006,2025-06-05,EMAIL,SR005,1182.93
T001128,C0013,CAMP010,2025-05-22,CONFERENCE,SR003,1408.52
T001129,C0013,CAMP002,2025-05-20,CONFERENCE,SR003,299.61
T001130,C0005,CAMP005,2025-06-05,CONFERENCE,SR005,993.78
T001131,C0005,CAMP010,2025-05-26,ONLINE,SR005,1253.71
T001132,C0013,CAMP001,2025-05-14,ONLINE,SR006,1186.3
T001133,C0013,CAMP005,2025-06-02,EMAIL,SR006,2582.44
T001134,C0006,CAMP005,2025-06-01,ONLINE,SR006,2779.68
T001135,C0006,CAMP012,2025-05-24,HOSPITAL_VISIT,SR006,1348.03
T001136,C0010,CAMP008,2025-05-24,CONFERENCE,SR001,2254.76
T001137,C0036,CAMP003,2025-06-04,ONLINE,SR008,410.23
T001138,C0057,CAMP015,2025-06-10,CONFERENCE,SR007,2114.74
T001139,C0057,CAMP010,2025-06-11,CONFERENCE,SR007,989.08
T001140,C0033,CAMP003,2025-05-20,HOSPITAL_VISIT,SR007,2870.16
T001141,C0033,CAMP007,2025-05-16,EMAIL,SR007,913.41
T001142,C0055,CAMP014,2025-05-18,EMAIL,SR007,1155.52
T001143,C0048,CAMP001,2025-05-17,ONLINE,SR012,1999.54
T001144,C0043,CAMP005,2025-05-21,ONLINE,SR009,1338.25
T001145,C0043,CAMP014,2025-05-28,HOSPITAL_VISIT,SR009,1595.05
T001146,C0045,CAMP010,2025-05-24,HOSPITAL_VISIT,SR008,2368.35
T001147,C0041,CAMP008,2025-06-03,EMAIL,SR008,2285.61
T001148,C0054,CAMP006,2025-05-19,CONFERENCE,SR012,1304.69
T001149,C0050,CAMP013,2025-05-17,CONFERENCE,SR012,2868.69
T001150,C0050,CAMP010,2025-04-29,CONFERENCE,SR008,1287.56
T001151,C0050,CAMP009,2025-05-07,CONFERENCE,SR008,2637.99
T001152,C0048,CAMP002,2025-05-16,HOSPITAL_VISIT,SR012,1515.71
T001153,C0039,CAMP006,2025-06-09,HOSPITAL_VISIT,SR009,1928.42
T001154,C0039,CAMP004,2025-06-19,EMAIL,SR009,1290.38
