prescription_event_id,customer_id,product_id,event_date,prescription_count,patient_count
RX000606,C0083,P018,2025-03-11,37,33
RX000607,C0066,P022,2025-03-15,57,51
RX000608,C0071,P030,2025-03-26,10,6
RX000609,C0107,P004,2025-03-24,113,73
RX000610,C0113,P010,2025-03-21,53,40
RX000611,C0102,P010,2025-03-28,51,35
RX000612,C0103,P019,2025-03-11,58,48
RX000613,C0113,P022,2025-03-04,95,69
RX000614,C0011,P004,2025-04-08,69,55
RX000615,C0010,P005,2025-04-06,82,73
RX000616,C0025,P001,2025-04-27,51,30
RX000617,C0003,P004,2025-04-25,50,41
RX000618,C0002,P006,2025-04-06,34,22
RX000619,C0015,P007,2025-04-28,59,37
RX000620,C0015,P011,2025-04-09,70,61
RX000621,C0007,P018,2025-04-16,53,42
RX000622,C0015,P015,2025-04-23,67,46
RX000623,C0010,P013,2025-04-18,116,78
RX000624,C0018,P014,2025-04-10,106,70
RX000625,C0013,P014,2025-04-05,37,26
RX000626,C0001,P020,2025-04-24,9,6
RX000627,C0005,P023,2025-04-06,86,77
RX000628,C0013,P021,2025-04-19,7,5
RX000629,C0009,P023,2025-04-23,112,99
RX000630,C0004,P030,2025-04-02,13,11
RX000631,C0004,P026,2025-04-25,74,66
RX000632,C0057,P005,2025-04-28,110,80
RX000633,C0043,P006,2025-04-10,20,14
RX000634,C0059,P009,2025-04-07,118,110
RX000635,C0035,P011,2025-04-04,118,102
RX000636,C0043,P012,2025-04-19,64,56
RX000637,C0057,P013,2025-04-02,51,44
RX000638,C0054,P013,2025-04-13,102,95
RX000639,C0042,P017,2025-04-17,31,28
RX000640,C0055,P017,2025-04-13,102,94
RX000641,C0058,P016,2025-04-13,118,84
RX000642,C0060,P016,2025-04-15,14,9
RX000643,C0039,P022,2025-04-23,113,98
RX000644,C0047,P024,2025-04-10,94,56
RX000645,C0031,P029,2025-04-22,24,16
RX000646,C0069,P006,2025-04-03,68,49
RX000647,C0087,P006,2025-04-05,50,41
RX000648,C0072,P001,2025-04-16,51,32
RX000649,C0062,P011,2025-04-25,104,68
RX000650,C0063,P016,2025-04-04,94,77
RX000651,C0090,P014,2025-04-07,79,61
RX000652,C0089,P021,2025-04-02,63,57
RX000653,C0071,P024,2025-04-04,75,47
RX000654,C0114,P005,2025-04-25,45,28
RX000655,C0114,P003,2025-04-05,109,82
RX000656,C0106,P014,2025-04-09,71,67
RX000657,C0106,P017,2025-04-02,67,43
RX000658,C0116,P018,2025-04-06,60,41
RX000659,C0091,P013,2025-04-24,63,57
RX000660,C0119,P022,2025-04-11,44,32
RX000661,C0099,P020,2025-04-08,31,25
RX000662,C0010,P001,2025-05-28,83,65
RX000663,C0025,P003,2025-05-15,21,15
RX000664,C0009,P004,2025-05-25,100,69
RX000665,C0020,P010,2025-05-27,102,63
RX000666,C0012,P009,2025-05-05,101,78
RX000667,C0028,P014,2025-05-11,78,47
RX000668,C0015,P015,2025-05-15,81,59
RX000669,C0009,P015,2025-05-25,61,43
RX000670,C0016,P015,2025-05-15,119,77
RX000671,C0016,P018,2025-05-08,59,53
RX000672,C0018,P017,2025-05-16,109,77
RX000673,C0007,P022,2025-05-08,109,65
RX000674,C0007,P020,2025-05-15,23,20
RX000675,C0030,P021,2025-05-19,97,59
RX000676,C0007,P022,2025-05-20,15,11
RX000677,C0026,P030,2025-05-11,117,106
RX000678,C0012,P029,2025-05-03,52,36
RX000679,C0015,P027,2025-05-15,113,103
RX000680,C0055,P004,2025-05-19,116,77
RX000681,C0040,P003,2025-05-12,48,32
RX000682,C0040,P001,2025-05-27,93,66
RX000683,C0033,P004,2025-05-03,5,4
RX000684,C0048,P012,2025-05-18,14,8
RX000685,C0056,P008,2025-05-15,43,28
RX000686,C0043,P008,2025-05-01,85,65
RX000687,C0045,P017,2025-05-01,82,54
RX000688,C0058,P013,2025-05-11,78,52
RX000689,C0039,P019,2025-05-28,7,5
RX000690,C0050,P020,2025-05-12,31,19
RX000691,C0047,P019,2025-05-22,61,54
RX000692,C0054,P019,2025-05-03,95,89
RX000693,C0035,P021,2025-05-02,20,17
RX000694,C0072,P006,2025-05-22,96,76
RX000695,C0087,P005,2025-05-07,115,95
RX000696,C0077,P007,2025-05-28,6,5
RX000697,C0083,P013,2025-05-13,54,45
RX000698,C0088,P014,2025-05-07,9,5
RX000699,C0083,P017,2025-05-26,32,19
RX000700,C0089,P013,2025-05-09,89,72
RX000701,C0082,P024,2025-05-22,20,18
RX000702,C0086,P025,2025-05-24,71,65
RX000703,C0073,P027,2025-05-10,66,62
RX000704,C0094,P006,2025-05-16,41,38
RX000705,C0120,P001,2025-05-10,100,91
RX000706,C0110,P008,2025-05-25,17,10
RX000707,C0110,P018,2025-05-01,116,84
RX000708,C0109,P016,2025-05-17,103,96
RX000709,C0099,P017,2025-05-23,85,71
RX000710,C0116,P015,2025-05-08,10,8
RX000711,C0109,P023,2025-05-01,114,96
RX000712,C0097,P025,2025-05-15,91,74
RX000713,C0016,P005,2025-06-28,11,6
RX000714,C0010,P002,2025-06-13,35,28
RX000715,C0010,P005,2025-06-06,100,72
RX000716,C0015,P012,2025-06-14,108,90
RX000717,C0014,P008,2025-06-14,104,89
RX000718,C0027,P012,2025-06-12,25,21
RX000719,C0019,P018,2025-06-28,117,102
RX000720,C0009,P018,2025-06-15,25,22
RX000721,C0004,P015,2025-06-17,119,78
RX000722,C0010,P016,2025-06-05,83,55
RX000723,C0001,P014,2025-06-14,77,50
RX000724,C0013,P022,2025-06-10,34,23
RX000725,C0005,P021,2025-06-26,20,17
RX000726,C0013,P024,2025-06-16,9,6
RX000727,C0021,P020,2025-06-10,83,63
RX000728,C0006,P023,2025-06-10,17,11
RX000729,C0028,P024,2025-06-19,63,59
RX000730,C0010,P029,2025-06-24,8,5
RX000731,C0004,P025,2025-06-18,16,12
RX000732,C0009,P025,2025-06-09,5,3
RX000733,C0036,P003,2025-06-19,108,75
RX000734,C0060,P003,2025-06-14,40,29
RX000735,C0040,P001,2025-06-01,89,63
RX000736,C0041,P001,2025-06-01,120,91
RX000737,C0055,P003,2025-06-25,47,29
RX000738,C0059,P008,2025-06-09,79,52
RX000739,C0049,P017,2025-06-24,83,66
RX000740,C0037,P015,2025-06-07,52,36
RX000741,C0038,P014,2025-06-05,63,57
RX000742,C0041,P021,2025-06-26,53,40
RX000743,C0054,P021,2025-06-28,99,76
RX000744,C0050,P021,2025-06-14,57,38
RX000745,C0048,P027,2025-06-25,51,47
RX000746,C0039,P027,2025-06-25,48,32
RX000747,C0087,P003,2025-06-06,64,50
RX000748,C0082,P001,2025-06-26,42,27
RX000749,C0087,P004,2025-06-25,10,8
RX000750,C0074,P012,2025-06-18,82,62
RX000751,C0086,P018,2025-06-16,11,8
RX000752,C0088,P016,2025-06-25,45,40
RX000753,C0071,P022,2025-06-07,91,84
RX000754,C0061,P021,2025-06-24,97,63
RX000755,C0063,P019,2025-06-02,107,78
RX000756,C0115,P005,2025-06-04,36,32
RX000757,C0094,P006,2025-06-17,110,94
RX000758,C0095,P005,2025-06-10,44,28
RX000759,C0095,P012,2025-06-01,96,66
RX000760,C0114,P011,2025-06-20,41,35
RX000761,C0104,P016,2025-06-03,29,17
RX000762,C0118,P013,2025-06-13,17,12
RX000763,C0111,P024,2025-06-14,29,23
RX000764,C0100,P025,2025-06-04,27,21
RX000765,C0009,P003,2025-07-12,24,22
RX000766,C0019,P004,2025-07-06,26,20
RX000767,C0016,P003,2025-07-21,76,56
RX000768,C0029,P001,2025-07-16,83,55
RX000769,C0002,P005,2025-07-07,40,30
RX000770,C0019,P011,2025-07-27,5,4
RX000771,C0005,P009,2025-07-09,108,71
RX000772,C0015,P012,2025-07-19,13,9
RX000773,C0008,P016,2025-07-20,21,13
RX000774,C0018,P017,2025-07-22,90,63
RX000775,C0023,P016,2025-07-27,71,62
RX000776,C0030,P018,2025-07-24,13,7
RX000777,C0024,P016,2025-07-23,38,24
RX000778,C0016,P016,2025-07-26,52,43
RX000779,C0028,P021,2025-07-16,41,36
RX000780,C0012,P024,2025-07-18,116,107
RX000781,C0006,P019,2025-07-12,64,47
RX000782,C0021,P029,2025-07-19,110,74
RX000783,C0040,P004,2025-07-06,95,68
RX000784,C0051,P006,2025-07-14,108,75
RX000785,C0060,P003,2025-07-05,33,24
RX000786,C0043,P005,2025-07-12,74,56
RX000787,C0056,P009,2025-07-11,15,13
RX000788,C0054,P013,2025-07-04,49,34
RX000789,C0047,P013,2025-07-27,99,82
RX000790,C0046,P014,2025-07-21,34,29
RX000791,C0050,P024,2025-07-26,50,46
RX000792,C0039,P020,2025-07-22,98,78
RX000793,C0039,P020,2025-07-01,118,81
RX000794,C0079,P005,2025-07-25,77,60
RX000795,C0089,P004,2025-07-28,46,28
RX000796,C0077,P001,2025-07-04,35,23
RX000797,C0069,P002,2025-07-01,120,82
RX000798,C0062,P007,2025-07-03,38,24
RX000799,C0074,P008,2025-07-08,97,72
RX000800,C0077,P009,2025-07-02,100,81
RX000801,C0081,P016,2025-07-02,38,31
RX000802,C0068,P015,2025-07-26,66,41
RX000803,C0090,P015,2025-07-05,72,48
RX000804,C0065,P020,2025-07-14,34,26
RX000805,C0063,P024,2025-07-05,82,56
RX000806,C0087,P019,2025-07-27,120,109
RX000807,C0068,P027,2025-07-12,70,50
RX000808,C0105,P005,2025-07-22,93,59
RX000809,C0114,P005,2025-07-06,62,44
RX000810,C0094,P008,2025-07-09,108,91
RX000811,C0094,P009,2025-07-09,21,13
RX000812,C0116,P017,2025-07-11,66,60
RX000813,C0112,P016,2025-07-23,93,56
RX000814,C0019,P006,2025-08-17,119,98
RX000815,C0016,P001,2025-08-04,75,58
RX000816,C0012,P009,2025-08-06,22,19
RX000817,C0014,P011,2025-08-18,84,61
RX000818,C0019,P012,2025-08-11,94,65
RX000819,C0023,P018,2025-08-17,63,41
RX000820,C0019,P016,2025-08-13,94,82
RX000821,C0029,P016,2025-08-06,87,81
RX000822,C0028,P020,2025-08-23,76,62
RX000823,C0014,P024,2025-08-21,113,68
RX000824,C0013,P022,2025-08-03,28,19
RX000825,C0012,P020,2025-08-17,118,97
RX000826,C0028,P024,2025-08-13,60,46
RX000827,C0009,P026,2025-08-19,56,52
RX000828,C0012,P027,2025-08-11,75,64
RX000829,C0057,P003,2025-08-11,78,55
RX000830,C0033,P003,2025-08-07,119,77
RX000831,C0038,P012,2025-08-01,94,77
RX000832,C0035,P007,2025-08-18,111,73
RX000833,C0032,P018,2025-08-17,93,81
RX000834,C0047,P016,2025-08-27,113,97
RX000835,C0031,P018,2025-08-28,49,33
RX000836,C0046,P018,2025-08-11,68,56
RX000837,C0052,P013,2025-08-23,73,69
RX000838,C0050,P022,2025-08-26,7,4
RX000839,C0060,P020,2025-08-01,47,35
RX000840,C0035,P020,2025-08-07,64,52
RX000841,C0056,P027,2025-08-20,119,75
RX000842,C0077,P004,2025-08-03,109,90
RX000843,C0077,P010,2025-08-19,39,29
RX000844,C0081,P009,2025-08-17,8,4
RX000845,C0083,P018,2025-08-09,16,14
RX000846,C0071,P017,2025-08-02,53,34
RX000847,C0063,P018,2025-08-26,66,60
RX000848,C0079,P016,2025-08-22,49,30
RX000849,C0078,P023,2025-08-05,87,61
RX000850,C0089,P023,2025-08-25,36,33
RX000851,C0082,P019,2025-08-03,43,35
RX000852,C0086,P028,2025-08-01,39,33
RX000853,C0094,P002,2025-08-21,77,63
RX000854,C0107,P006,2025-08-13,80,48
RX000855,C0098,P009,2025-08-02,85,64
RX000856,C0109,P014,2025-08-05,15,12
RX000857,C0120,P017,2025-08-23,101,93
RX000858,C0118,P016,2025-08-06,100,83
RX000859,C0111,P019,2025-08-06,105,67
RX000860,C0095,P028,2025-08-08,72,46
RX000861,C0027,P005,2025-09-22,103,69
RX000862,C0018,P004,2025-09-01,107,89
RX000863,C0009,P002,2025-09-14,113,74
RX000864,C0029,P004,2025-09-09,8,5
RX000865,C0027,P004,2025-09-21,104,66
RX000866,C0015,P012,2025-09-22,27,18
RX000867,C0006,P011,2025-09-22,104,83
RX000868,C0003,P017,2025-09-22,111,95
RX000869,C0010,P017,2025-09-12,85,53
RX000870,C0008,P014,2025-09-28,36,33
RX000871,C0029,P013,2025-09-05,31,28
RX000872,C0016,P017,2025-09-04,81,51
RX000873,C0006,P022,2025-09-13,118,86
RX000874,C0009,P023,2025-09-04,92,86
RX000875,C0020,P024,2025-09-24,25,16
RX000876,C0020,P023,2025-09-14,105,84
RX000877,C0004,P029,2025-09-26,75,46
RX000878,C0004,P030,2025-09-12,106,69
RX000879,C0015,P030,2025-09-09,64,42
RX000880,C0033,P002,2025-09-14,35,27
RX000881,C0031,P002,2025-09-20,57,38
RX000882,C0036,P001,2025-09-22,7,6
RX000883,C0059,P009,2025-09-28,83,49
RX000884,C0035,P009,2025-09-19,46,37
RX000885,C0043,P007,2025-09-16,21,13
RX000886,C0038,P018,2025-09-17,6,4
RX000887,C0049,P016,2025-09-17,14,10
RX000888,C0038,P013,2025-09-20,19,17
RX000889,C0037,P015,2025-09-17,28,17
RX000890,C0042,P015,2025-09-24,42,38
RX000891,C0046,P014,2025-09-25,104,88
RX000892,C0043,P024,2025-09-18,112,90
RX000893,C0031,P019,2025-09-16,25,20
RX000894,C0045,P029,2025-09-08,53,32
RX000895,C0056,P027,2025-09-05,30,26
RX000896,C0069,P006,2025-09-07,88,54
RX000897,C0072,P003,2025-09-02,94,67
RX000898,C0076,P004,2025-09-09,40,35
RX000899,C0065,P006,2025-09-17,56,47
RX000900,C0084,P009,2025-09-07,90,65
RX000901,C0067,P008,2025-09-28,49,41
RX000902,C0077,P012,2025-09-06,99,77
RX000903,C0083,P014,2025-09-15,25,18
RX000904,C0079,P017,2025-09-25,44,30
RX000905,C0070,P013,2025-09-20,24,19
RX000906,C0085,P023,2025-09-23,39,27
RX000907,C0064,P019,2025-09-09,33,24
RX000908,C0086,P027,2025-09-13,80,68
RX000909,C0095,P004,2025-09-02,16,10
RX000910,C0095,P005,2025-09-16,78,67
RX000911,C0108,P006,2025-09-19,61,55
RX000912,C0109,P004,2025-09-10,56,39
RX000913,C0117,P014,2025-09-09,6,4
RX000914,C0102,P015,2025-09-06,10,8
RX000915,C0115,P020,2025-09-17,98,62
RX000916,C0027,P002,2025-10-27,93,83
RX000917,C0027,P002,2025-10-12,52,45
RX000918,C0025,P001,2025-10-06,40,27
RX000919,C0015,P012,2025-10-20,109,76
RX000920,C0006,P011,2025-10-14,23,18
RX000921,C0018,P017,2025-10-03,47,33
RX000922,C0024,P013,2025-10-20,120,112
RX000923,C0007,P014,2025-10-14,64,56
RX000924,C0007,P016,2025-10-02,49,32
RX000925,C0023,P015,2025-10-06,18,13
RX000926,C0021,P021,2025-10-16,46,31
RX000927,C0007,P024,2025-10-08,57,34
RX000928,C0016,P020,2025-10-21,73,49
RX000929,C0030,P022,2025-10-12,96,68
RX000930,C0021,P022,2025-10-06,107,79
RX000931,C0025,P022,2025-10-12,84,65
RX000932,C0012,P027,2025-10-20,104,76
RX000933,C0009,P025,2025-10-17,79,55
RX000934,C0004,P027,2025-10-18,114,74
RX000935,C0043,P006,2025-10-21,93,65
RX000936,C0031,P004,2025-10-22,101,84
RX000937,C0057,P004,2025-10-02,102,68
RX000938,C0058,P001,2025-10-01,64,51
RX000939,C0033,P002,2025-10-13,40,27
RX000940,C0043,P011,2025-10-17,62,48
RX000941,C0048,P010,2025-10-18,33,27
RX000942,C0045,P016,2025-10-24,49,36
RX000943,C0038,P013,2025-10-05,116,76
RX000944,C0040,P015,2025-10-24,55,41
RX000945,C0044,P018,2025-10-05,17,13
RX000946,C0033,P022,2025-10-06,105,99
RX000947,C0047,P022,2025-10-22,18,13
RX000948,C0060,P023,2025-10-26,78,72
RX000949,C0035,P020,2025-10-26,73,51
RX000950,C0031,P030,2025-10-15,30,19
RX000951,C0056,P030,2025-10-10,55,48
RX000952,C0055,P027,2025-10-25,18,16
RX000953,C0056,P026,2025-10-22,34,26
RX000954,C0076,P006,2025-10-17,59,53
RX000955,C0069,P005,2025-10-27,97,70
RX000956,C0085,P001,2025-10-25,71,46
RX000957,C0062,P012,2025-10-21,116,103
RX000958,C0077,P015,2025-10-11,110,98
RX000959,C0079,P017,2025-10-04,79,52
RX000960,C0074,P020,2025-10-03,33,28
RX000961,C0064,P024,2025-10-14,52,34
RX000962,C0102,P005,2025-10-15,59,39
RX000963,C0120,P016,2025-10-05,17,12
RX000964,C0120,P018,2025-10-17,105,94
RX000965,C0109,P022,2025-10-14,93,83
RX000966,C0097,P028,2025-10-18,109,90
RX000967,C0011,P004,2025-11-05,33,20
RX000968,C0003,P002,2025-11-25,26,17
RX000969,C0016,P001,2025-11-19,7,5
RX000970,C0029,P005,2025-11-11,77,68
RX000971,C0003,P006,2025-11-14,19,16
RX000972,C0012,P011,2025-11-28,69,56
RX000973,C0019,P011,2025-11-26,102,89
RX000974,C0012,P009,2025-11-15,8,6
RX000975,C0005,P009,2025-11-13,36,31
RX000976,C0009,P018,2025-11-08,65,56
RX000977,C0008,P015,2025-11-13,57,40
RX000978,C0017,P014,2025-11-25,53,47
RX000979,C0016,P015,2025-11-04,40,28
RX000980,C0010,P015,2025-11-09,27,24
RX000981,C0013,P015,2025-11-02,41,36
RX000982,C0014,P021,2025-11-05,8,6
RX000983,C0020,P020,2025-11-23,90,75
RX000984,C0014,P023,2025-11-25,12,7
RX000985,C0016,P019,2025-11-23,116,69
RX000986,C0012,P020,2025-11-05,119,76
RX000987,C0015,P027,2025-11-25,109,100
RX000988,C0047,P005,2025-11-21,14,11
RX000989,C0036,P006,2025-11-19,46,43
RX000990,C0040,P005,2025-11-08,101,69
RX000991,C0051,P002,2025-11-21,78,59
RX000992,C0056,P010,2025-11-23,10,7
RX000993,C0053,P008,2025-11-08,65,56
RX000994,C0045,P016,2025-11-13,18,14
RX000995,C0037,P018,2025-11-11,23,20
RX000996,C0047,P018,2025-11-04,112,75
RX000997,C0032,P013,2025-11-24,92,62
RX000998,C0044,P013,2025-11-25,60,54
RX000999,C0043,P019,2025-11-25,55,33
RX001000,C0056,P023,2025-11-13,22,19
RX001001,C0036,P020,2025-11-26,35,21
RX001002,C0036,P021,2025-11-16,64,50
RX001003,C0052,P019,2025-11-21,120,100
RX001004,C0048,P025,2025-11-11,97,79
RX001005,C0031,P030,2025-11-16,76,69
RX001006,C0076,P006,2025-11-13,66,42
RX001007,C0072,P003,2025-11-28,80,75
RX001008,C0082,P002,2025-11-25,39,34
RX001009,C0069,P006,2025-11-02,48,43
RX001010,C0062,P008,2025-11-01,79,74
RX001011,C0089,P011,2025-11-02,29,26
RX001012,C0089,P012,2025-11-15,40,35
RX001013,C0072,P018,2025-11-10,68,50
RX001014,C0090,P013,2025-11-16,106,92
RX001015,C0082,P024,2025-11-07,105,87
RX001016,C0082,P019,2025-11-03,83,52
RX001017,C0061,P022,2025-11-07,75,68
RX001018,C0067,P027,2025-11-07,39,34
RX001019,C0095,P004,2025-11-09,55,50
RX001020,C0105,P006,2025-11-24,19,11
RX001021,C0110,P011,2025-11-23,11,7
RX001022,C0095,P007,2025-11-13,96,68
RX001023,C0104,P017,2025-11-15,58,44
RX001024,C0096,P018,2025-11-27,18,11
RX001025,C0096,P015,2025-11-15,117,110
RX001026,C0109,P022,2025-11-13,63,42
RX001027,C0103,P023,2025-11-15,47,38
RX001028,C0112,P026,2025-11-25,107,100
RX001029,C0027,P005,2025-12-06,10,6
RX001030,C0002,P006,2025-12-17,7,4
RX001031,C0027,P006,2025-12-15,116,96
RX001032,C0019,P005,2025-12-21,87,58
RX001033,C0005,P010,2025-12-01,80,57
RX001034,C0020,P010,2025-12-04,34,29
RX001035,C0008,P017,2025-12-16,35,28
RX001036,C0029,P014,2025-12-05,112,92
RX001037,C0013,P018,2025-12-22,67,47
RX001038,C0030,P016,2025-12-11,15,12
RX001039,C0024,P014,2025-12-04,23,14
RX001040,C0023,P018,2025-12-14,67,53
RX001041,C0013,P014,2025-12-09,25,16
RX001042,C0007,P013,2025-12-03,76,55
RX001043,C0025,P021,2025-12-26,88,62
RX001044,C0020,P024,2025-12-04,117,99
RX001045,C0020,P019,2025-12-22,68,61
RX001046,C0009,P021,2025-12-25,114,75
RX001047,C0009,P024,2025-12-19,66,46
RX001048,C0010,P025,2025-12-14,9,7
RX001049,C0009,P026,2025-12-13,84,59
RX001050,C0055,P002,2025-12-11,7,5
RX001051,C0033,P001,2025-12-23,95,66
RX001052,C0057,P002,2025-12-24,118,94
RX001053,C0043,P003,2025-12-22,78,72
RX001054,C0040,P002,2025-12-26,79,72
RX001055,C0057,P006,2025-12-02,88,75
RX001056,C0056,P011,2025-12-19,103,68
RX001057,C0059,P010,2025-12-11,110,73
RX001058,C0059,P012,2025-12-13,14,12
RX001059,C0053,P012,2025-12-19,31,29
RX001060,C0050,P008,2025-12-16,105,91
RX001061,C0055,P018,2025-12-01,61,50
RX001062,C0038,P013,2025-12-13,101,65
RX001063,C0057,P015,2025-12-17,108,101
RX001064,C0042,P018,2025-12-15,25,16
RX001065,C0054,P023,2025-12-01,33,20
RX001066,C0060,P024,2025-12-19,72,47
RX001067,C0031,P024,2025-12-01,69,55
RX001068,C0031,P023,2025-12-06,78,48
RX001069,C0039,P019,2025-12-08,52,36
RX001070,C0031,P030,2025-12-09,71,60
RX001071,C0065,P003,2025-12-13,28,24
RX001072,C0082,P004,2025-12-20,67,60
RX001073,C0067,P007,2025-12-07,65,58
RX001074,C0077,P017,2025-12-13,8,5
RX001075,C0070,P018,2025-12-14,32,27
RX001076,C0088,P015,2025-12-15,36,27
RX001077,C0083,P014,2025-12-20,27,23
RX001078,C0071,P020,2025-12-09,9,6
RX001079,C0063,P024,2025-12-05,90,70
RX001080,C0086,P027,2025-12-05,6,4
RX001081,C0067,P025,2025-12-24,63,52
RX001082,C0114,P006,2025-12-08,37,27
RX001083,C0110,P008,2025-12-08,74,60
RX001084,C0102,P008,2025-12-13,66,39
RX001085,C0091,P018,2025-12-15,118,98
RX001086,C0110,P017,2025-12-17,120,93
RX001087,C0099,P020,2025-12-18,64,48
RX001088,C0113,P021,2025-12-13,117,106
RX001089,C0092,P022,2025-12-18,47,37
RX001090,C0005,P004,2026-01-03,116,108
RX001091,C0024,P001,2026-01-26,72,62
RX001092,C0019,P003,2026-01-11,50,30
RX001093,C0010,P001,2026-01-09,8,5
RX001094,C0013,P005,2026-01-13,110,69
RX001095,C0010,P005,2026-01-03,109,95
RX001096,C0018,P002,2026-01-13,32,21
RX001097,C0030,P003,2026-01-11,97,81
RX001098,C0003,P004,2026-01-11,118,96
RX001099,C0001,P011,2026-01-28,25,17
RX001100,C0030,P012,2026-01-01,73,51
RX001101,C0013,P009,2026-01-14,87,74
RX001102,C0017,P008,2026-01-28,46,33
RX001103,C0013,P007,2026-01-17,38,31
RX001104,C0008,P011,2026-01-11,116,97
RX001105,C0010,P015,2026-01-28,11,7
RX001106,C0025,P017,2026-01-08,76,47
RX001107,C0012,P013,2026-01-15,28,16
RX001108,C0015,P018,2026-01-04,110,85
RX001109,C0018,P024,2026-01-23,71,46
RX001110,C0028,P022,2026-01-19,65,54
RX001111,C0022,P023,2026-01-15,33,25
RX001112,C0025,P024,2026-01-15,33,23
RX001113,C0030,P021,2026-01-21,102,74
RX001114,C0054,P001,2026-01-21,71,43
RX001115,C0055,P002,2026-01-25,89,77
RX001116,C0040,P003,2026-01-03,111,78
RX001117,C0039,P004,2026-01-03,35,29
RX001118,C0055,P003,2026-01-12,29,22
RX001119,C0057,P004,2026-01-19,117,95
RX001120,C0057,P009,2026-01-27,9,6
RX001121,C0058,P009,2026-01-05,13,8
RX001122,C0034,P012,2026-01-11,69,47
RX001123,C0058,P008,2026-01-08,115,93
RX001124,C0059,P009,2026-01-13,77,59
RX001125,C0051,P016,2026-01-12,86,60
RX001126,C0040,P013,2026-01-04,107,87
RX001127,C0031,P015,2026-01-20,111,71
RX001128,C0053,P015,2026-01-22,85,77
RX001129,C0053,P018,2026-01-23,32,26
RX001130,C0059,P020,2026-01-22,108,102
RX001131,C0042,P023,2026-01-22,37,28
RX001132,C0042,P020,2026-01-23,30,18
RX001133,C0059,P024,2026-01-15,87,69
RX001134,C0037,P022,2026-01-28,10,6
RX001135,C0047,P025,2026-01-18,92,68
RX001136,C0067,P006,2026-01-05,31,18
RX001137,C0085,P006,2026-01-04,58,36
RX001138,C0079,P001,2026-01-18,41,38
RX001139,C0088,P005,2026-01-06,41,33
RX001140,C0079,P016,2026-01-03,8,5
RX001141,C0061,P021,2026-01-09,104,71
RX001142,C0089,P019,2026-01-22,5,3
RX001143,C0063,P028,2026-01-25,79,68
RX001144,C0100,P005,2026-01-15,105,99
RX001145,C0115,P005,2026-01-17,7,4
RX001146,C0117,P006,2026-01-08,40,27
RX001147,C0117,P012,2026-01-18,76,48
RX001148,C0109,P011,2026-01-02,55,37
RX001149,C0116,P011,2026-01-10,68,47
RX001150,C0119,P014,2026-01-03,73,63
RX001151,C0107,P020,2026-01-01,90,59
RX001152,C0114,P030,2026-01-14,51,45
RX001153,C0027,P005,2026-02-07,38,25
RX001154,C0013,P006,2026-02-21,98,65
RX001155,C0014,P006,2026-02-03,16,9
RX001156,C0027,P006,2026-02-02,40,37
RX001157,C0017,P001,2026-02-19,11,8
RX001158,C0011,P008,2026-02-16,24,15
RX001159,C0013,P009,2026-02-27,71,57
RX001160,C0001,P008,2026-02-05,98,70
RX001161,C0003,P007,2026-02-22,85,66
RX001162,C0002,P017,2026-02-26,44,35
RX001163,C0004,P018,2026-02-23,55,44
RX001164,C0021,P016,2026-02-12,112,71
RX001165,C0017,P018,2026-02-13,61,47
RX001166,C0007,P014,2026-02-07,21,12
RX001167,C0005,P017,2026-02-03,74,51
RX001168,C0015,P014,2026-02-09,88,81
RX001169,C0013,P022,2026-02-03,39,29
RX001170,C0025,P021,2026-02-13,61,56
RX001171,C0006,P021,2026-02-10,97,60
RX001172,C0003,P030,2026-02-09,26,17
RX001173,C0016,P025,2026-02-14,8,6
RX001174,C0043,P005,2026-02-07,15,9
RX001175,C0056,P002,2026-02-14,52,35
RX001176,C0047,P002,2026-02-14,52,41
RX001177,C0040,P003,2026-02-01,20,15
RX001178,C0055,P003,2026-02-21,38,31
RX001179,C0056,P004,2026-02-05,57,53
RX001180,C0040,P004,2026-02-04,71,56
RX001181,C0055,P009,2026-02-13,7,5
RX001182,C0036,P011,2026-02-23,14,9
RX001183,C0041,P011,2026-02-26,120,78
RX001184,C0050,P011,2026-02-24,12,10
RX001185,C0050,P011,2026-02-19,28,24
RX001186,C0038,P011,2026-02-07,82,76
RX001187,C0041,P016,2026-02-10,87,61
RX001188,C0043,P018,2026-02-13,34,29
RX001189,C0038,P016,2026-02-21,59,38
RX001190,C0057,P016,2026-02-21,70,59
RX001191,C0047,P013,2026-02-12,37,24
RX001192,C0032,P024,2026-02-18,112,101
RX001193,C0031,P020,2026-02-05,120,109
RX001194,C0045,P020,2026-02-15,78,49
RX001195,C0032,P023,2026-02-15,92,64
RX001196,C0050,P023,2026-02-07,6,4
RX001197,C0040,P030,2026-02-11,64,56
RX001198,C0076,P005,2026-02-02,31,27
RX001199,C0076,P005,2026-02-28,65,41
RX001200,C0067,P005,2026-02-16,25,18
RX001201,C0062,P010,2026-02-06,69,58
RX001202,C0067,P010,2026-02-17,78,68
RX001203,C0062,P011,2026-02-24,91,77
RX001204,C0072,P014,2026-02-24,67,57
RX001205,C0081,P019,2026-02-14,23,18
RX001206,C0078,P021,2026-02-25,31,21
RX001207,C0120,P003,2026-02-26,113,76
RX001208,C0096,P005,2026-02-07,74,53
RX001209,C0107,P002,2026-02-22,75,50
RX001210,C0104,P006,2026-02-02,42,25
RX001211,C0115,P001,2026-02-21,100,83
RX001212,C0116,P008,2026-02-24,23,19
